screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
HankFinch,Hank “☠️Child Skeleton☠️” Finch,Stuck in an air duct,👻I'm a Mummy limping into the sea 👻,Ladies and gentlemen https://t.co/P7n76oNi2g https://t.co/mg0XYAXkCG,no,no,no,no,no,no
chychypeters,Chyˢᵀ🔱,,Titan @Symply_tacha,"RT @jalisajacky: Ladies and gentlemen, I present to you Nick's young sister, her name is Symply Tacha
#SymplyTacha https://t.co/RYx1NozlJV",no,no,no,no,no,no
Jesasss411,Hoesus,,Battle for your life.,"RT @papermagazine: Ladies and Gentlemen, her. https://t.co/sYWd9z1mKr",no,no,no,no,no,no
talvezvictor1,Victor talvez ? 🚜,"Belo Horizonte, Brasil",É vim pra se estressar!,"RT @gagadaily: Ladies and gentlemen, her https://t.co/58r51tz29H",no,no,no,no,no,no
anapaistosmraz,"anna, but not wintour✧",19 | eng/ukr | 🚬🗿,la vie et la procrastination | old hollywood and mid-aged women spam | ходімо на перекур |18.07| скнію |,"RT @70sabba_: ladies &amp; gentlemen 

✨her✨ https://t.co/YYvrKtnFWh",no,no,no,no,no,no
mrkevinjc,kevin,,this is a madame leota stan account,"RT @papermagazine: Ladies and Gentlemen, her. https://t.co/sYWd9z1mKr",no,no,no,no,no,no
gagasanatomy,𝖆𝖓̃𝖊𝖘,,,"RT @gagadaily: Ladies and gentlemen, her https://t.co/58r51tz29H",no,no,no,no,no,no
JFaramiranfar1,AndriodA'TIN,,special,"RT @US_ATIN: 💥Hello, A'TIN!
If you haven't heard, our PPop Kings #SB19 and #Bazinga_SB19 have officially debuted at #9 on @billboard's Week…",no,no,no,no,no,no
huyxuanmanh,Huy Manh,"Chicago, IL",Seattle-Renton/Chicago. UIC 🇺🇸🇻🇳🏳️‍🌈,RT @Variety: Ladies and gentlemen... signore e signorine Gucci. https://t.co/wkm6oNrGHB https://t.co/cRbKVkFcez,no,no,no,no,no,no
Lu_Nels,L. Nelson Leonard (she/they),PhD Student | UT Austin ,"ethnographer // scholar of religion, race, and culture // aspiring beekeeper

just tryin' to internet like other millennial burnouts.","... and those, ladies and gentlemen, are the facts. https://t.co/n2PaNT9A3Q",no,no,no,no,no,no
mrsreysolo,lauren,she/her • 23,"and i love, i love, i love you • @anyajcys",RT @Variety: Ladies and gentlemen... signore e signorine Gucci. https://t.co/wkm6oNrGHB https://t.co/cRbKVkFcez,no,yes,no,no,no,no
dmelioslov,¡sa,👻,"chase hudson, 2002",RT @thinkerobx: ladies and gentlemen jj maybank https://t.co/wd1c5wSJk8,no,no,no,no,no,no
bleakdickens,A Tale Of Two Cities 📑,"Landport, Hampshire, England","#CharlesDickens every 15m.  A Tale Of Two Cities 🚩 
✉️ @peterrenshaw","never for his sake striven all day and lain awake and wept all night, because the love of my poor mother hid his to… https://t.co/OGxjY3ZmuM",no,no,no,no,no,no
HeyItsMeSimon,Simon,Chromatica,i delete tweets bc i’m not the same person i was a few minutes ago,"RT @gagadaily: Ladies and gentlemen, her https://t.co/58r51tz29H",no,no,no,no,no,no
TsunamiVez,Tsunamii🙄💕☔️,"Fort Worth, TX",OMG is that Tsunami🤤,@50kbitch You literally post yo onlyfans of you sucking dick you thought he was gone step like a gentlemen😂,no,no,no,no,no,no
VTuberTweeter,VTuberTweeter | Now w/ Patreon 🙏,In Your Heart❤️,"I'm here for awareness of VTubers! I auto-retweet #VTuber content

Support Development: https://t.co/PVRp1sYlUB

Discord: https://t.co/eH5Ecbg0yk

By @NookSite","RT @Clarks0nCharles: Well gentlemen, am done recording the footage I need for the ww2 Speed run video. time to spent the next week in editi…",no,no,no,no,no,no
NzfSarina,sarinanzf,"İstanbul, Türkiye","I'm just a watcher who likes to see what's going on around me...
#digitalartist 

HEN https://t.co/ZOTElZsMnQ","RT @DuckzzyOG: Finally manage to make this, here you go Duckzzy Roadmap, this is v. 1.0, might update it later, currently we are on Duckzzy…",no,no,no,no,no,no
OddbjEdvardsen,oddbjørn edvardsen,Verdal  Norway,Follow Me I Follow Back.   I Unfollow You If You Don`t Follow Back   / Liverpool fc  YNWA,RT @moonnlightbb: ladies and gentlemen; her. https://t.co/KsvmbCP8ax,no,no,no,no,no,no
eviealphaXX,evie ,"London, England",she/her @arianagrande always believe in yourself,RT @moonnlightbb: ladies and gentlemen; her. https://t.co/KsvmbCP8ax,no,yes,no,no,no,no
willliee,pinche chiquiado,,,"RT @papermagazine: Ladies and Gentlemen, her. https://t.co/sYWd9z1mKr",no,no,no,no,no,no
thegaystapo_,Matty,"Chicago, IL",I’ve got stretch marks and a fat ass,RT @Variety: Ladies and gentlemen... signore e signorine Gucci. https://t.co/wkm6oNrGHB https://t.co/cRbKVkFcez,no,no,no,no,no,no
willianoalexis,WILLIANO,Isla del Encanto,♎️ Puerto Rico is HOME,"RT @gagadaily: Ladies and gentlemen, her https://t.co/58r51tz29H",no,no,no,no,no,no
not__rashed,not.rashed,المملكة العربية السعودية,,@DannyAaronsFUT Ladies and gentlemen it's match day https://t.co/dea3GDpUuc,no,no,no,no,no,no
MonsterSauvage,DawnofGucci,,Flew to Chromatica then back to earth for LFS then back to Chromatic for Dawn🔥,"RT @gagadaily: Ladies and gentlemen, her https://t.co/58r51tz29H",no,no,no,no,no,no
AY_LG6_,AY_LG6,Japan,Fan account @ladygaga #LG6 #CHROMATICA https://t.co/PlrlTkrVJ4,"RT @gagadaily: Ladies and gentlemen, her https://t.co/58r51tz29H",no,no,no,no,no,no
britneygames_,britney,United States,my account for gaming related things,RT @Variety: Ladies and gentlemen... signore e signorine Gucci. https://t.co/wkm6oNrGHB https://t.co/cRbKVkFcez,no,no,no,no,no,no
LudicrousHilar1,Dr. Ludicrous Hilarious 🇺🇸🇱🇨🇮🇱✝️🏴‍☠️,,"Conservative and Irreverent, Super-Anti-Racist retweets do not equal endorsement, follows either","RT @thesevenronin: Do yourself a favour…

Follow these Men

@modernTman 
@Rugged_Legacy 
@JoshuaLisec 
@Moneybaglives 
@DempMcgee 
@OfWudan…",no,no,no,no,no,no
f4irybeatriz,sara,,@ananda,RT @thinkerobx: ladies and gentlemen jj maybank https://t.co/wd1c5wSJk8,no,no,no,no,no,no
CAKELIKEGA,mete 🐚,(he/they) infp,"#GAGA: I'm a warrior queen
                           gaga|marina|lana|sophie|ari|katy|rina|mitski|cupcakke|doja|bp|snsd","RT @papermagazine: Ladies and Gentlemen, her. https://t.co/sYWd9z1mKr",yes,no,yes,no,no,no
auldboiTV,Willie 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Edinburgh, Scotland","Haggis munching poker player

https://t.co/6uB0KmT8Y0","RT @BBZPoker: Ladies &amp; Gentlemen of the Internet. Live coaching. Free to watch.

@spraggy will be performing the role of student live on st…",no,no,no,no,no,no
1008swati,Hope 1008,,,"RT @MsTweetLover: Proof that Karan had a crush on Teja since Ladies Vs Gentlemen. He noticed that small thing about her❤️🧿🦜🐺
#KaranKundrra…",no,no,no,no,no,no
Mars_TC,Mhelo | TC ❄️,1x 🏆,pg/sg for @afterhours2k Twitch// vMarsbars @Toocoldorg 🥶 @theblizzardtc,"RT @TheBlizzardTC: “THE BLIZZARD TEAM”

Official TC roster for @KingsGuardGG tournament.

♟ @Darweshi12 
🎯 @BigStunStun 
🔒 @xKingsWorld 
🐶…",no,no,no,no,no,no
trevmoney_23,trev👨‍🚀,"Tucson, AZ",God got me.,@Breedlove22 That’s the crazy thing. Compared to other fiat currencies the dollar is king. Shows how much privilege… https://t.co/B98FrDmNYY,no,no,no,no,no,no
midnightmonste,Wesley 📖 Duna (tentando dnv),Parasite. ,,"RT @papermagazine: Ladies and Gentlemen, her. https://t.co/sYWd9z1mKr",no,no,no,no,no,no
ZacharyRWood,Zachary Wood,"Washington, DC",Robert Bartley Fellow @WSJopinion,I speak face to face with @Mark_Penn directly.  The gentlemen to my left at this @Heritage annual conference where… https://t.co/rGlmGgT3bY,no,no,no,no,no,no
UncleAligator,a.  l.  e.  x.,614,Molon Thele,@mcornell Maybe @ACES_Radio can petition the @Arbys corporate apparatus to obtain a bottle and we can sample it dur… https://t.co/u1XKvNfTx1,no,no,no,no,no,no
