screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
CruiseMasterr,Ms Nlewedim🌟,,"I Cruise 🚢🚢
I'm Genderless💀

I love Erica 🥺🌟🌟","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
selenaxloki,＊,she/her🇦🇷18 ,in love with Selena Gomez,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,yes,no,no,no,no
saraadanielaa,sara 🌻,madeira pt,Music is art,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
dominik_kubicki,Dominik,"Poznań, Polska","23 yo / Poznań 🇵🇱


             Esport 🎮 MMA 🤼  Downhill 🚵 Selena Gomez 🎶 and Bunny 🐰fan 

  



#G2ARMY","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
BlueInkDemon,💙BlueInkDemon💙,probably drawing some beans,🇩🇪| she/her/he/him | gender fluid pansexual | Hobby artist🎨 since 2012 | random posts at @InkyBlueDemon | 🎶 NoVisor ain't no ordinary ghost🎶 song reference,"RT @faepizza: @_Oneir_ Here's mine! @Cupcake7736 and Gentlemen, I drew two ships in this. https://t.co/NYgOmCGxVv",yes,yes,no,no,no,no
lisacardigan,lili,"bigb, treasure ✧","selena & 𝗍aylor — my greatest love. you are the sun of my life, my angels, my dream that come true, with you I know that I will always be happy.","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
RocketGPRacing,Rocket GP Racing,"🏁 | Sahkir, BAH (??/??)","Official Twitter page for Rocket GP Racing | UK based online racing team & community, passing the time by setting times!","🏁SEASON 4 COMPLETE🏁

Ladies and gentlemen, presenting your Season 4 champions:

🟢Xbox WDC: ERL Kyle29
🟢Xbox WCC: Wi… https://t.co/lqDWRTQ0IU",no,no,no,no,no,no
ahgalili,L1SA,,💛💚,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
DrlathaC,Dr. Latha,,"No wings, politically incorrect. I don't tolerate abusive language. Please don't add me to any DM group.","RT @ProfMKay: Our man, having squarely blamed his wife, now has to wear a bulletproof vest &amp; body armour for the rest of his life, if at al…",no,no,no,no,no,no
RichardKeenan3,Richard,"Bessbrook, Northern Ireland",GAA & Man United enthusiast - all opinions my own - controversial most of the time.,Gary Neville ladies and gentlemen https://t.co/6ky6ZZs5F6,no,no,no,no,no,no
nicorobinfenty,enzo 🩺,Rennes // (he/him),Revelación by Selena Gomez out now,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",yes,no,no,no,no,no
Princess_S17,𝒮𝒶𝓂𝒶𝓃𝓉𝒽𝒶/𝑅𝒶𝓅𝓊𝓃𝓏𝑒𝓁,MI/Corona/Somewhere with Josh,-Forever taken by an amazing Prince- (@joshrogowski 4/13/16) ❤️ -Jeremiah 29:11- Student @ EMU,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
Sunfun23691120,Sunfun,,,RT @visionsinfilm: ladies and gentlemen HER https://t.co/R1wTt5NXsW,no,no,no,no,no,no
qtBathe,Bathe,"Sydney, New South Wales",he/him,@peterparkTV @scarra @h7une No gentlemen? Just ladies? Okay 🥺,yes,no,no,no,no,no
lindsaykearney_,lindsay elizabeth,insta: @lindsaykearney | 22,🏳️‍🌈 I will never not laugh at a mamma mia joke • she/her • i love u sarah paulson,@elizabethtfinn tweeting the daniel craig “ladies and gentlemen: the weekend” video every damn friday https://t.co/rBO67ydUWv,no,yes,no,no,no,no
Royalklin,Royal Drycleaners,"Lagos, Nigeria","@Royalklin Services are for Kings & Queens. Delivering Quality #Laundry #Drycleaning & #Fumigation 
Contact Us: 16 Abdullahi Str. Ogba, Lagos 07014345927","RT @theonly1acre: Ladies and Gentlemen, welcome to Propaganda 101.",no,no,no,no,no,no
slysvenir,αline៹ 🦋 | cr: depois de vc,𝗺𝘂𝗹𝘁𝗶𝗳𝗮𝗻𝗱𝗼𝗺.,*: 𓏲ׄ selena gomez 𝗶𝘀 𝗮𝗿𝘁. — ela/dela,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
jaa_dafa_hoo,Akh Lad java ❌🩸🔥❣️,Godric Gryffindor 🩸🖤,💢OFFICIAL ACCOUNT💢 22/7 🎂....🏴BlAcK_LoVeR. ❤I Don’t Know Why I Like You 📌Hate me or Date me,"RT @lostinmuggles: Dananeer? Who??
Meet the ELITE Content Creator of Pakistan. Amir Liaqat ladies and gentlemen. ☺️👏🏽
#amirliaquat https://…",no,no,no,no,no,no
pu_choofiiisss,S🪐,♡,"☃︎
                               
  HOLA ʕ •ᴥ•ʔ                🦋 𖨆𖨆🦋","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
melo_samunda,Nyanga villager Zw🇿🇼,Harare,God's child ❤| Financial Analyst| Business Strategist|  Researcher| Entrepreneur| Farmer 🌳🌲| Chelsea FC 💙,"RT @edward_charie: Ladies and gentlemen...if it is not for Christ,it is antichrist....there is no middle ground

God will never lower His p…",no,no,no,no,no,no
sweeterglow,valentín🌹,souvenir,"have no fear, heaven is near...","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
apoc4lipsis,Celeste.,hotel cortez ,con @Louis_Tomlinson no hay tristeza.,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
VickyThakurx,VICKY THAKUR,India 🇮🇳 ,🧜‍♂️Nothing Worth Having Come Easy 🎶,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
ImagesByJonEvan,Jon Evan Glaser,Delray Beach,"I was a dentist until #MS affected my hands and mobility. Now I create #photographs. Tweet me, I will retweet(1000+followers only) #art #photographer #NFTartist",RT @Strangebox_ltd: I just listed “Emoji Dance: Sensational's” for sale on @withFND! 🌐 Super unique one ladies and gentlemen. Go take a loo…,no,no,no,no,no,no
Vaanishri3,VaanilovesSel💃,,Selenator Forever💜 Instagram : m_a_selenator,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
raisingv3ll,Local Hornyman,"Detroit, MI",2D women far outweigh real women because they don’t complain.,"RT @DeimondTR: LADIES AND GENTLEMEN, MAY I OFFER YOU...
A smiling Chronoa 🗿🗿🗿

Yeah, jusss wanna say that drawig her GIVES ME LIFE AAAAAAAA…",no,no,yes,no,no,no
gothamind,torrão,"Rio de Janeiro, Brasil",Black boys deserve to become Black men.,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
dylanendgame,brina | tfatws era,she/her ,"#Spiderman : you have a metal arm? dude, that is so awesome! #marvel #DC #1D #5sos #zendaya #TVshows","RT @K1LL3RAFFECT1ON: Ladies and gentlemen, her https://t.co/pKFDEM2UOe",no,yes,no,no,no,no
peterhayes123,Peter Hayes FRPS,Devon,Royal Photographic Society. Former BBC & ITV Political Editor. Media advisor. Birder. Lurcher owner. Own views.,"RT @MattCartoonist: 'Gentlemen, no one likes us, we don't care'

My latest cartoon for tomorrow's @Telegraph 

📬 Subscribe to my weekly new…",no,no,no,no,no,no
trapxosoul,Nat ♋ (fan account),,keep yourself busy so you can stay out of your feelings.🦋🐺,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
SIDEREA79301690,SIDEREAL💜✨,,being an army is the best thing happened in my life,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
lungelo_malindi,Luke,Durban 🇿🇦,"One thing I know is, we're all equally clueless. The mystery is, in what department?",Ladies and gentlemen. https://t.co/U4mmWZSUOJ,no,no,no,no,no,no
maria_sauda,maria francesca sauda ૮ ˆﻌˆ ა,"Genova, Italy",༻Catholic🇻🇦✝️ ✦ 18 ✦ artist ✦aspiring model✦italian/reconnecting anishinaabe༺,Ladies and gentlemen the fruits of the reformation https://t.co/ahKU7GKFAF,no,no,no,no,no,no
Dziki_Grzyb,Hiddleston,,Hey Honey Bunnies 🐇🌿⚘,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
taylenanatomy,lina | fearless tv,she/her,"sincerely and fearlessly, taylor
🇨🇴","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,yes,no,no,no,no
lucieluvslou,lucie¡²⁸ 🏡🚬,harry's dimple,# ˚｡⋆ miss americana and the heartbreak prince,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
Aaaaaaro_mcfc,💀,Hell,💙💙💙💙💙💙 https://t.co/N84vpsfj3n,"RT @City_Xtra: Ladies and gentlemen, tonight, you have just witnessed the death of football as we know it. The game that we have all come t…",no,no,no,no,no,no
loveyoutakecare,Tanja,"Vienna, Austria",“love you take care” - Dan Reynolds to me when we first met,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
selgomeznewspl,Selena Gomez Polska,📩: sgpolandteam@gmail.com,Twoje najdłużej działające i najczęściej aktualizowane polskie źródło informacji o Selenie Gomez 🌟,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
DebKMartin1,DK Martin🌏,NC,"Hello Sweeties! Did you miss me? I'm back fighting the Good Fight and getting into Good Trouble. Published Author, Coffee Lover☕  #BLM #WearAMask #GetVaccinated","If I was #ChauvinsDefenseTeam, I would have started the closing arguments with, ""Ladies and Gentlemen of the jury .… https://t.co/btOu6hbKDu",no,no,no,no,no,no
Iamcharlenaj,"Charlena E. Jackson, M.S., M.H.A📚🕉☯♐",The Universe,"#Mother🥰 #Author💜 https://t.co/l4o2Zkd7Ds💛
~Every woman is a visionary💫~🕉
 https://t.co/I7kTGuTYZE
~Namaste🦋🕊🦋","RT @d_ast777: Good morning ladies and gentlemen 

Have you found your path?

If not, look within yourself...

The answer inhabits right the…",no,no,no,no,no,no
sel_ismylight,Arevig,🇦🇲 / 🇱🇧 / 🇫🇷,"I don’t have it all, I’m not claiming to, but I know that I’m 𝓈𝓅𝑒𝒸𝒾𝒶𝓁 || fan account","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,yes,no,no
imdiegoxd,𝔇𝔦𝔢𝔤𝔬 ⚡️,"Viña del Mar, Chile","De Osorno, pero vivo en Viña 📍fan de RBD y #AM #AF 🎙","RT @edy_gomes: ""The queen @Anahi, ladies and gentlemen, in all her GLORY"" 👑✨ https://t.co/zI4uh9LZRQ",no,no,no,no,no,no
deziswift,agustina 🍂,"Monterrey, Nuevo León",,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
truthseeker130,truthseeker,,"New post GE 2019 account.
Pro UK and Brexit. Adding me to any stupid lists gets immediate block. Retweets are not endorsements.","RT @Maureen6Johnson: Imagine despite being told on several occasions their actions would kill your loved ones yet ignored same, ploughing o…",no,no,no,no,no,no
SelMedia_es,Selena Media Spain,Spain,"We don't own any content. If you want us to delete any pictures or videos, please reach us by DM. Follow us @SelGomez_es","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
biancaowo4,bianca❤,detrás de ti,hola tengo 12 años vivo en argentina me encanta dibujar las caricaturas y los videojuegos mi brawler favorito es coronel ruff's y Squeak soy mujer xd y fin :v,"RT @_Oneir_: Ladies and Gentlemen! I have the pleasure to announce that amazing friends and myself decided to do a ""Secret Shipper""! We shi…",no,no,no,no,no,no
arriebelle,Arriebelle 🐝,,I am a actress and I have 22q my YouTube channel https://t.co/KAghwz17WQ,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
_yellowcurtain_,arline 🤡🇲🇽,,"@selenagomez 💚 //
skam lover 💛","RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
BelleCamila97,Juliana | maxine baker marry me pls,"she/her, 17",Max from Ginny & Georgia is my comfort character,RT @lolasdandelions: ladies and gentlemen... her https://t.co/hnrmcVrOhX,no,yes,no,no,no,no
pCZljFyceDKDPst,♥Я у папы лютая♥,,"я осознаю, что я совершенно не особенна",Good evening gentlemen https://t.co/xLmNyYWusU,no,no,no,no,no,no
Jammieburch2,Jammie burch,Tullahoma ,I'm a song writer you can view my work on songbay under flow...im also a poet. You can view my work on facebook at jammie j Burch and jammie Burch,"@MLB9I this is what I want to see realized one day..gentlemen of the south,beast of the east,the mid west connect,a… https://t.co/hT3C39VjcR",no,no,no,no,no,no
Viceakin,Viceakin,The Vault of Glass,"y'know after finishing Omori, (Spoilers ahead, be warned)









 Basil is probably going to juvie for assault with a deadly weapon","@Upk1Y Little info for ya, Hussie Originally outsourced development to Odd Gentlemen, which simply put, Stole the m… https://t.co/54fKYFlFi9",no,no,no,no,no,no
AndreinaStoesse,αท∂rєiทα,"Brasília, Brasil",tinista br,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
imsoraretoo,𝑺𝒆𝒍𝒑𝒊𝒏𝒌,Selena Gomez,𝘩𝘦𝘳𝘦 𝘧𝘰𝘳 𝘴𝘦𝘭𝘦𝘯𝘢,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
RemoveallLTNS,Get Rid of all LTN’s,,Remove 50% of Road space for a maximum of 2% part time usage #buildthemandtheydonotcome,Ladies &amp; Gentlemen I have just found out who’s behind the twitter account @TakeThatCycIist https://t.co/QM5eUlrOwe… https://t.co/umC1OHg7Vw,no,no,no,no,no,no
paralysiz,isaac,"Toronto, Ontario",demon time,@ightbelikethat what a nice young gentlemen,no,no,no,no,no,no
WorldwideSelG,Selena Gomez Worldwide,Poland ,Non-profit fan account with latest updates about Selena Gomez. All pictures & videos © to respective owners. Media: @WWSGMedia.,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
torukasbitch,~tina • NEGENTROPY ALBUM OF THE YEAR,dazai's heart ♡,"♡genderfluid♡ • infj • 18 • for the team ☆ 
                                                        ♡`~:°,♡  @19069snini","RT @bestofsos: michael clifford, ladies and gentlemen https://t.co/Zr25is35qb",no,no,no,no,no,no
selsmitch,jo,"Athens,Greece",Wow. Look at me now.,"RT @SelenaFanClub: Ladies and gentlemen, ...her. https://t.co/gAkcMQmuPP",no,no,no,no,no,no
5sos4ev69781435,Isa_is_a_penguin_5sos,She/her,she/her // VERY shy on here oops- // Aries ;),"RT @bestofsos: michael clifford, ladies and gentlemen https://t.co/Zr25is35qb",no,yes,no,no,no,no
Cupcake7736,Mr. Egg,,Just having an Eggcellent time 🥚💐,"RT @_Oneir_: Ladies and Gentlemen! I have the pleasure to announce that amazing friends and myself decided to do a ""Secret Shipper""! We shi…",no,no,no,no,no,no
SoniaPaw,Винтерштэйн,нас переварит автозак ,"TW:СТРАННЫЕ ЖИВОТНЫЕ | Террариу_Мистическая ведьма🐍 | Рейвенкло | про-радфем |
02/02/19 |
30/10/19 | 09/03/20 | парная с @Dobry_Juchok | закрытка @sssophy1",RT @supsrakami: lady and gentlemen.... her... https://t.co/kreQf9IJ5T,no,no,no,no,no,no
RopeGang,Zach,,,@sharyns915 @MrMichaelShakur Sharyn the Karen ladies and gentlemen,no,no,no,no,no,no
DusktillBetter,iv 🎸 ⛈,No Judgement 🌻,Draco dormiens nunquam titillandus ⋆      ll she/her,"RT @bestofsos: michael clifford, ladies and gentlemen https://t.co/Zr25is35qb",no,yes,no,no,no,no
