screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
PotatoKing24,PotatoKing,Near the sea,"Ela
24 (They/Them)
Transcendentally horny",@himbo_depot Wait what? Lemon juice is lemon juice lemonade is something different that you add lemon juice to... At least I think?,no,no,yes,no,no,no,
Dark_Energy_Lab,Urulai,The Cosmos,"Metacosmic Monstrosity, find me @ https://t.co/4WVges9aEv - https://t.co/rjrObNIAdx - https://t.co/LFvokRudrV - https://t.co/ptIt5Qxjl1
@subscribestar https://t.co/fiwPa6Ckyy","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
silverjcrypts,silver 💚,"San Francisco, CA","(he/they, 18, autistic + adhd, @blackout_anthem) and i'd do it again young midoriya! + @SUGARXPlLLS",why is my left bicep so much more buff than my right smh i want to be a symmetrical himbo,yes,no,yes,yes,no,no,
KorenRoze,Koren,Puerto Rico,"I'm just a nobody (23/male) who likes to draw buff beasts and make new friends.
My FA page mostly contain NSFW (+18) content.","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
MosquedaHannah,Hannah Mosqueda,,"I'm an actress by trade and temperament. I was told to think about doing other things; to have a plan B.  I did think about it, and it was too, too terrible.",@oliversmarks I want Himbo narration,no,no,no,yes,no,no,
The_Hypnic_Jerk,"Isla, Draconic Shapeshifter",Ontario Canada,"Just a witch and some kobolds selling magic items.
| Age 30 | She/they | Pan | Poly | Transfem |
| ACAB | BLM | Proud anti-fascist |
| Kobold Collector | DM |","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,yes,yes,no,no,no,
DragonDevouring,Caervan,,"He/Him | Pan | 22 | Belches/Voice Acting | Big dragon with a big appetite, or maybe just a big meal~ | Pfp by @FoodShaped! Banner by @Naughtybeans3! 🔞🔞🔞","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",yes,no,no,no,no,no,
Blall_Union,⚾️ Blaseball Ball Union ⚾️,Everywhere Blaseballs exist,Blaseball Ball Union Host? A Union of Blaseballs for Blaseballs by Blaseballs made of Blaseballs. Ran by @jw_designist.,RT @catacalypto: bad day for himbo blaseball players with good names. riv 😔 #manningblases,no,no,no,no,no,no,
RedVelvetLuv17,💖💖Velvet💖💖,🇮🇪,"i like to draw my dumb ocs|
pfp by @jenskover|
Self-proclaimed Miitopia Lore Expert|
17|
she/they|
Aisling Kinnie|
sb to unfollow!|
MAPs, NSFW and Zoos DNI",@fruitfornow false! (he's a huge himbo tho),no,yes,yes,no,no,no,
pennypyro,the spring soldier,center of mystical convergence,"Real geek girl since 1988 (not my bdate); now geek woman. If you are blind, let me know so I can make my tweets more accessible. She.","#theSimpsons to Marge, he’s a himbo",no,yes,no,no,no,no,
Dereneko18,Dere-Neko,"Honolulu, HI","Elias | 21 | He/Him  |
NSFW | Nekomimi/Kitten | Mateus","RT @miqueltoast: this started as anatomy practice, quickly turned into my himbo oc, and then his husband showed up to ""help"" 😙💕 https://t.c…",yes,no,no,no,no,no,
MValentine1999,Maggie Valentine,okc//san➡️tul(soon),okie•plnu poli sci & women’s studies ‘21•lover of coffee & democracy•she/they,@JamieCarey311 the best part was hearing my emotional support himbo explain to someone else what being a himbo means to him lmao,no,yes,yes,no,no,no,
himbo_anonymous,Himberly Anonymous,My Mind,| He/Him | 24 | Pisces | Here to ask questions nobody asked for |,RT @triplevirghoe: hours https://t.co/ZTMyBfwsPG,yes,no,no,no,no,no,
himbo_anonymous,Himberly Anonymous,My Mind,| He/Him | 24 | Pisces | Here to ask questions nobody asked for |,RT @SeVendeTamales: Yup yup. This the one. https://t.co/yWutwYWAsc,yes,no,no,no,no,no,
himbo_anonymous,Himberly Anonymous,My Mind,| He/Him | 24 | Pisces | Here to ask questions nobody asked for |,@hyugahabibi Im not,yes,no,no,no,no,no,
Geo__Dragon,Geo_Dragon,,"A gay fat blue dragon that plays games and draw. 🇵🇭 (Rts are appreciated btw.) *Discord : Geo_Dragon#3957*
pfp by @HydroDaGatr",@Sandyscales2 They both chubby himbo boyfriends :p,no,no,no,no,no,no,
babbincocks,thick juicy thotdog,"Florida, unfortunately","stinky doodoo ass motherfucker. he/him, so now my opinion or evidence is null apparently lmao",RT @UncleTarby: Solomon Grundy is a himbo,yes,no,no,no,no,no,
knightcroww,🔞✞antonio eats your teeth✞,,🔞laurence/law 26 nb he/they. DNI IF UNDER 18. ceo of antonio paganini’s pussy. icon by null_backdoorho,@docington YOU HAVENT EXPERIENCED MY OILED UP FUCKING HIMBO MAN WHORE? GO PLAY MORE RIGHT NOW,yes,no,yes,no,no,no,
Leto,"Dan the Broadcast Man, He/Him","Boston, MA","Foodie, Bostonite, Broadcaster, and Streamer.

I believe in peace, but angry gets shit done. Member of @WouldYouKindly

Email: dan.hahn.2737@gmail.com",RT @catacalypto: bad day for himbo blaseball players with good names. riv 😔 #manningblases,no,no,no,no,no,no,
coruscaryu,N is for New Year New Unfinished Projects,"n!/r!(n-r)!, Philippines","Personal account of @CoruscareGames.
Call me Coru! 19, He/Him nb. Pretty sure you won't find anything but shitposting and RTs here. Floating in a sea of daydrea",@starshas_gem @ROGUESPARKLING Who is said himbo?,yes,no,no,no,no,no,
Beloved_Basty,Basty @ Garcia for FEH ❤,"Corona, CA",NSFW/R18 / Icon:@Bearwulff/ He/They Bi/Pan / ENG/ESP / Socialist / #BLM and #ACAB / Feminist/ AntiFA / sfw/game @MagvellianDrago /  ❤️ @ERG_Apollo ☂️ / 21 /,"RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",yes,no,yes,no,no,no,
FyirishLuka,Lewd Luka Bird,,"24, single, semiprofessional tease, almost always lewd. 🔞

Any art on this account was not created by me, and belongs to the respective artists. #NSFW","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
jerrysarao,Gerardo Enrique,"Mérida, Yucatán","joven estudiante 🏳️‍🌈 que en el fondo de su corazón es un gamer ❤️🕹, a veces subo cosas de mis juegos, Signo ♓️, también me gustan los furrys mayormente SFW","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
GR8BOMBKILLER,claude von shithead,"22. n.b, he/they. BLM!ACAB",#BYLETH: here is something to believe in! || ic: @KuridelBlack,"golden deer roster:

-the gaslight (hilda)
-the gatekeep (leonie)
-the girlboss (lysithea)
-the manipulative (claud… https://t.co/6YPRymv0Jj",yes,no,yes,no,no,no,
sinsxie2,🔞Trashxiu🔞,haha downward spiral go wheeee,NSFW・Minors dni・20・bi-guy • I post sfw/nsfw art (sometimes lol) • sfw: @anntxiudood,"RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
Rori_Green,RORI McKenzie,"Ростов-на-Дону, Россия","26/F/🇷🇺; oldfashion geek who's dead inside; sometimes I post here some doodles✏️for new followers: I LIKE A LOT OF NSFW STUFF 🔞👀 so, you were warned‼️","dis suit looks so hot idk
wanna see thick himbo in this uniform jerking off so bad ówò💦
sorry but i’m not sorry https://t.co/vHs3WA8e0j",no,no,no,no,no,no,
CrossF15,🔞CrossF🔞(Commissions Open),,"My name's Cross, and I draw gay monster porn, 20, He/Him. Commissions are open! Don't follow me if you're under 18. SFW Twitter: @RosesSoulof","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",yes,no,no,no,no,no,
man1cwast3,brianna,Any pronouns,17,"RT @quaxkity4k: he is my emotional support himbo &lt;3 [rts are so cool]
#totemtwtselfieday https://t.co/dO9Qn0HCkn",no,no,no,no,no,no,
urfunaunt,Luanne Leanne Platter,"Seattle, WA","teacher, socialist, tall (she/her)",Today I had to explain to the theater teacher what a himbo is.,no,yes,no,no,no,no,
queenswagzilla,swag | angst queen 💚🧡,United States,fanfiction writer! #HarryPotter #the100 #BNHA #Marvel #StarWars! level 28. coffee addict. bi disaster. she/her. https://t.co/ElNoMYJjmj,Thank you @Atsushi101X my himbo just asked if I was gonna leave him for all might and this is not a discussion I ev… https://t.co/cc5gTMdeHv,no,yes,no,no,no,no,
rodssideup,animate carbon Rod,Ceti Alpha VI,"Big ol bi ancom friend
they/them is preferred 

Black Lives Matter
https://t.co/4HLjmfw833",@AnarchistAuthor @notsayingsoryu @Bi_Socialist Dude is the greatest himbo,no,no,yes,no,no,no,
shinobihero,street ninja,,r18 yo,"RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
radugb,MÆtt,Robotropolis,"Just your everyday, ordinary sociopath...",@himbo_anonymous Robot stuff https://t.co/3vi01Cvh9K,no,no,no,no,no,no,
RaccoonJock,𝘽𝙧𝙖𝙣𝙙𝙤𝙣 𝙆. (BLM),The Gym,22 🇺🇸 | Black | He/Him/His | Lover of jockstraps. | No minors. 🔞 | 𝙏𝙝𝙚 𝘼𝙡𝙡 𝙎𝙩𝙖𝙧 𝙤𝙛 𝙩𝙝𝙚 𝙘𝙖𝙢𝙥𝙪𝙨. | 𝙃𝙚 𝙡𝙤𝙫𝙚𝙨 @FoxYouUp. |,"@thelittleshibe “ C’mere. “

He scoops up Dallas and hugs him tight.

Himbo jock hugs.",yes,no,no,no,no,no,
Gayporeon221,Konia is back with a vengeance,,"20, She/Her, Trans Bi Furry Trash🏳️‍⚧️ 💓@jacketry27 💓🏳️‍⚧️ pfp: Balan Wondersex 🏳️‍⚧️ Header: @realzupercario 🏳️‍⚧️16+ content 🏳️‍⚧️ AD: @KoggatAD ⬅️🔞",@luulubuu HIMBO DETECTIVE,no,yes,no,no,no,no,
man1cwast3,brianna,Any pronouns,17,"RT @mangocups: my favorite himbo &lt;3
  -&gt; #totemtwtselfieday
        -&gt; rts are cool :] https://t.co/ZjgJMnrquI",no,no,no,no,no,no,
jush_for_fun,JushForLife,"New York, NY",Cállate blanca.,@himbo_anonymous Feminine boys,no,no,no,no,no,no,
strawbrymorgan,Court✨,she/her,RDR2 brainrot yeehaw 🤠 18 ♡ @thesemillers ♡,RT @outlawskywalker: a badass woman who takes no shit and a dumb himbo will always be one of my favorite type of ships,no,yes,no,no,no,no,
cannibal1st,pachi,"they/quack/no prns |17, bi","🇲🇽 
☆°•° art sometimes #QUACKTWT °•°☆","RT @ashdraws_: himbo alliance!

#totemtwtselfieday 
rts r loved and appreciated &lt;3 https://t.co/kGOKxX9jma",no,no,yes,no,no,no,
SpaceWeeb,Ironfist the Swamp Bitch ™️,Max they/them 21+,"ᕕ( ᐛ )ᕗ
🎶 trails of fire, you always knew they would carry me home, they'd lead me to you🎶

(Enby Trans and Autistic person) 🔞","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,yes,no,no,no,
perthbabie,🌱 becci,ger/eng | she/they | 18,,someone said that damemaru has himbo potential and i gotta agree,no,yes,yes,no,no,no,
shana19384,Shana,,"Anime. Memes. 18+. Kawoshin, Victuuri, HuaLian, KyoSaya, Hannigram, RichHen, Full Score Trio (NER/REN). I’m 20 (20歳) 🤗 Don’t post much, but love to retweet 💕",RT @AliceHealer: @_Sockopunch_ Evil himbo who's still a himbo but totally cool with their SO being evil https://t.co/XIDKmjaTqq,no,no,no,no,no,no,
BeaztVibe,Vibe System,Interwebs,"BLM / ACAB / SAH | Concept Artist, Future Musician | Black and proud. Zeon the Brooder Artist (26 he/it) and Menouara the Enthusiast (any pronouns)","RT @TY_PESH: i am begging you all to stop QRTing small accounts with headass takes. this is how we keep getting ""himbo is a slur"" discourse",yes,no,no,yes,no,no,
mcyt_carrot,emily :D,,"i like mcyts ig😃👍
im pretty chill lol
she/her
✨m i n o r✨","RT @ashdraws_: himbo alliance!

#totemtwtselfieday 
rts r loved and appreciated &lt;3 https://t.co/kGOKxX9jma",no,yes,no,no,no,no,
Riionaa_,Natasha,,this jack manifold guy is kinda cool huh,RT @ThatCmonster: LEGENDARY HIMBO DETECTIVE HERLOCK SHOLMES https://t.co/YP1RD6c9Ho,no,no,no,no,no,no,
Ikkevend,Lukka,,Autistic Writer: Biracial Bisexual Disaster | They/Him | 27 | 18+ domain (no minors),"RT @miqueltoast: this started as anatomy practice, quickly turned into my himbo oc, and then his husband showed up to ""help"" 😙💕 https://t.c…",no,no,yes,no,no,no,
GalakSongster,Bo ❄,"New Orleans, LA","24 | (Rokama, Bolaav, Apollo) | He/Him | Sometimes Plays Music | icon by @lifioned | banner by @juaggyart","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",yes,no,no,no,no,no,
hyuckieatdawn,✨ Lala 💫,brazil • eng/ptbr ,tired college student 🎨 | she/her | brazilian | bi,RT @yeolsoo_1261: no but this is superm's himbo line😂,no,yes,no,no,no,no,
CaseyJonesPod,Casey Jones' Podcast,Spotify/Google/Apple Pods ,"mom's #1 good boy 

love making friends online

bad credit? no credit? no probalo. affordable plans are here for u

https://t.co/euhKoPXmu2

new eps Sun/Thurs",@saltmbank salt m. bank certified himbo,no,no,no,no,no,no,
watch_doge,Watch Doge,,E,"RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
_monstresse,monstress,,"NSFW/fandom Twitter. 30+, fandom old. R-18 ONLY, mature content and spoilers be here! feelslikefire on AO3.",@jazzvalkyrie This art is so powerful. The himbo jock and shitty goth is so so good ahhhhhh AHHH I love the bone corset you did 😤🙏🏻💦,no,no,no,no,no,no,
decayingdot,dot²³ IN PAIN,ze/zir & ALL pronouns | 13+,tiny tangerine speckles painted in your eyes .‧͙⁺˚*･༓☾ pfp by @svladcjellis,"RT @quaxkity4k: he is my emotional support himbo &lt;3 [rts are so cool]
#totemtwtselfieday https://t.co/dO9Qn0HCkn",no,no,no,no,no,,yes
bsinitials,Brittany Spurlin,,"Writer, reader. Nature is neat.",The best part about playing a paladin with -2 intelligence (aka a himbo) is making supremely dumb decisions before my party can stop me,no,no,no,no,no,no,
nootnao,nao❣️,scaramouche waiting room,"art and dnd. kaeya main. 
any pronouns. no consistent art style. 
i am a minor--like in minecraft :). 
carrd for art + cc + threads.
qrt+rt 👍 pqrt ✖️.",im on himbo mode tl this is what happens when i vc an irl,no,no,no,no,no,no,
cuportoast,finnly,,,"RT @ashdraws_: himbo alliance!

#totemtwtselfieday 
rts r loved and appreciated &lt;3 https://t.co/kGOKxX9jma",no,no,no,no,no,no,
kyungsoosputo,LOK Kya stan account,He/him,Kwon Yuri,"RT @PENGINDAKARA: @hasanthehun Oh Hasan, you sweet beautiful Himbo.",yes,no,no,no,no,no,
HiPhylecia,"Hi, Phylecia!",,"I'm a quirky black lady who writes narrative essays, reviews, and comics. Support my work on Ko-fi and receive a free coloring book: https://t.co/OawiKUEakX",Freedy is such a himbo. https://t.co/4PIY4R4jDi,no,no,no,no,no,no,
JiwonKi80553496,Wattpad Comment Section,,"Im a Wattpad comment section now. I will be commenting under people's posts
🖤💜","RT @ashdraws_: himbo alliance!

#totemtwtselfieday 
rts r loved and appreciated &lt;3 https://t.co/kGOKxX9jma",no,no,no,no,no,no,
AkiraSovu,Prince of Purrs,"Iowa, USA","He/Him/His Majesty
Literally Top Secret 
28/M/Gay",@ReynGoldfur Lluis really does good himbo scalie bois,yes,no,no,no,no,no,
supreili,ray pointless,NYC | BLM | BTLM | INFP 9w1,"19 | He/Him | fast to fall in love, hard to give it up",@himbo_anonymous dominant guys?,yes,no,no,yes,no,no,
zombii_yuurei,Ouji (Tao Jun Supremacy) 🫐 @ Thrawn zine✿,,I’m Ouji║20+ yrs Undead ☠️║VA for the PiZZALOiDs║I typo a lot & draw sometimes║Star Wars・SWTOR・Touhou・Soulsborne・Horror║King K.Rool Main 👑🐊║i: @_velpi,RT @outlawskywalker: a badass woman who takes no shit and a dumb himbo will always be one of my favorite type of ships,no,no,no,no,no,no,
beeandbooh0tel,fiction 🪴// selfie 📌📌,⋔⍜⍜⌇⟒  ⍙⏃⌇ ⊑⟒⍀⟒,hi i’m spencer but you can call me fiction ! || he/him || king of retweeting selfies,"RT @mangocups: my favorite himbo &lt;3
  -&gt; #totemtwtselfieday
        -&gt; rts are cool :] https://t.co/ZjgJMnrquI",yes,no,no,no,no,no,
ladyludens,porkét,｡ﾟ•┈୨♡୧┈•ﾟ｡,i am a girlboss i am a war criminal i am a lunatic. i am clinically insane & the next virgin mary,@telyavelic @higgsliveleak do u like sexy milfy 78 year old women respectors or some himbo guy with a case of budlight,no,no,no,no,no,no,
Himbo_Goth,Arnsgrim - Local Dumb Goth,Niflheim ,"🔞Potential NSFW ahead, Minors DNI. 

Bi/Pan, Shit/hornyposts, and dumb goth. FFXIV, Outriders, Warframe, be my stomping grounds. Happily taken 💜","If you wear the PvE/P Mentor crown, you can't be trusted.

I don't make the rules, I follow them.",no,no,no,no,no,no,
himbo_anonymous,Himberly Anonymous,My Mind,| He/Him | 24 | Pisces | Here to ask questions nobody asked for |,If someone decided this I’d gag https://t.co/LI9cXQlieT,yes,no,no,no,no,no,
voltsprks,volt ✧ selfie 📌,he/they + neos,ranboo: gay? | beetwt + genshintwt,"RT @mangocups: my favorite himbo &lt;3
  -&gt; #totemtwtselfieday
        -&gt; rts are cool :] https://t.co/ZjgJMnrquI",yes,no,yes,no,no,no,
alIthatgay,nia,minecraft brainrot,cunt (honorary) | 19 | they/them | latino y nd,"RT @ashdraws_: himbo alliance!

#totemtwtselfieday 
rts r loved and appreciated &lt;3 https://t.co/kGOKxX9jma",no,no,yes,no,no,no,
AzureParagonX,AzureParagonX,"Fayetteville, NC","Adult social account of @AzureParagon. Will contain NSFW arts by others & naughty visual content in general. (Usually no photo/video porn tho) ;P

Ages 18+ only","RT @rickleone: Zangief enters the fight! The ultimate grappler, the ultimate himbo. Will his experience in hugging bears be enough for the…",no,no,no,no,no,no,
AlabasterTates,Some Random Dragon dude,,"Welcome. Will be #nsfw and a bunch of shit i retweet🔞

24/Male
icon by @ShinsouT","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,no,no,no,no,no,
BOOCORPSE,leah,she/her • minor • rbgc,ranboo supremacy,"RT @ashdraws_: himbo alliance!

#totemtwtselfieday 
rts r loved and appreciated &lt;3 https://t.co/kGOKxX9jma",no,yes,no,no,no,no,
indigosflowers,indigo 🅴,🦈🍄🎰 || she!they,͏͏͏͏͏͏ ⠀⠀ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏⠀⠀­­ .✫*ﾟ･ﾟ｡.☆daywalker☆.*｡･ﾟ✫*.,"RT @mangocups: my favorite himbo &lt;3
  -&gt; #totemtwtselfieday
        -&gt; rts are cool :] https://t.co/ZjgJMnrquI",no,yes,yes,no,no,no,
dnfkink,george defender,she/her,george,@bellagobrrr @FoolishGamers_ @FGmoo_ the himbo and bimbo,no,yes,no,no,no,no,
rem_the_himbo,Remmington is Her Femboy,taken ,✨17✨🏳️‍⚧️ ✨taken✨FTM ✨he /they/it/its✨ ~dumb femboy gets cuddled by his girlfriend till he passes out (4k),RT @_barkbark__: yeah i made one https://t.co/k3c3ul1tpG,yes,no,yes,yes,no,no,
GayAssMemory,Memory,"She/her, 18","I stream, and date a lot of gays. queer af.

fuck your discourse, go outside

//  PFP: De_Vinkii on insta/tumblr

likes may be nsfw","RT @TY_PESH: i am begging you all to stop QRTing small accounts with headass takes. this is how we keep getting ""himbo is a slur"" discourse",no,yes,no,no,no,no,
momokaizoku,Sam🏴‍☠️,24/they/them,one piece spoilers ///// i am physically incapable of shutting the fuck up,"@kickmetothemoon u just got an eye color so im sayin:
-crooked tail
-japanese street wear
-HIMBO
-20s-30s?
-i cant… https://t.co/33IbThWhY0",no,no,yes,no,no,no,
himbo_anonymous,Himberly Anonymous,My Mind,| He/Him | 24 | Pisces | Here to ask questions nobody asked for |,@renewarriorr @sliccmic Then please enjoy :),yes,no,no,no,no,no,
XavMaldonian01,Xavier Maldonian,,"A unique dragon critter that's trying to make his way into arts and animation...if he wasn't so scared and lazy...

Oh, and NSFW stuff will happen. That is all.","RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",yes,no,no,no,no,no,
adorevilori,Ori,"Angono, Calabarzon",🇵🇭| 24 | she/her 🏳️‍⚧️ | Kitsune | N/SFW | 🔞 | Monsters & Furries 💖 | Fantasy & Magic | Pathfinder & D&D | Icon by @ForeverLorn | Banner by @itmesoehlu,"RT @LluisAbadias: Dragonborn makes a subtle move.
(Himbo finally breaks romantic tension is best dnd trope)

#dnd #dnd5e #ttrpg #rpg #drago…",no,yes,no,no,no,no,
DreamyHentai,☁️DreamyHentai☁️,,16 | 18+ dni | Deranged stalker confronts crush and fucks them senseless (4kHD),@rem_the_himbo Let's gooooo,no,no,no,no,no,no,
SL33PYEDEN,🍓 Eden 🕯: | mommy & gun kink era,Racc/Raccoon(s)/raccoonself ,"nsfwmcyt, CC’s blocked. imagine shipping minors? i will curb stomp your ass. DNI IF FOLLOWING CC’S OR PNSFW || 15 : taken x1 || Skirt and mars💕my gays. 🕯","@Axl_isnt_blue Alpaca I found information of this himbo.
   His name is m4tth3w",no,no,no,no,no,no,
lydia_roseK,Dolly,Kansas,"they/them, 19 queer, Catholic, leftist James 5:1-6",The “bi wife energy” thing was funny when it was a TikTok meme about like animated himbo dudes with kinda gay energ… https://t.co/0cg4ZZI9pL,no,no,yes,no,no,no,
yjn_genderenvy,Kaid ☁️ CHENLE SKIRT BRAINROT,he vae blue | minor  - rpf,#YEONJUN: stop crying over me dammit @vampboy_s lomlf /p,U all just know me as tht dumb himbo who has no self control and drowns himself in every fest thrown his way don’t u,yes,no,no,no,no,no,
DiscoTitzz,Petals For JO.Z 🥀,"☀️ Good Days, CA ☀️",23 • ♓️ • Walking Paradox 🦋,@himbo_anonymous Listening to Paramore :-),no,no,no,no,no,no,
gayforgrils,🚩Millicent Ⓥ #BlackTransLivesMatter 🏴,"Living on stolen Haudenosaunee and Miami land, Ohio river valley","She/her/comrade #BlackLivesMatter Anarcha-communist traaaaaaans NB sapphic software developer? #NeurodiverseSquad HRT 19 December, 2018","@moonwave__ @serglesinner Cute himbo scientist with a monkey friend and apparently infinite patience? Yes, please.",no,yes,no,no,no,no,
jesusstan,christian,,a hydrated 5’5” king,@himbo_anonymous gigantic tits,no,no,no,no,no,no,
