screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
senior_witch,susanna🦕🦖🦜,Hannover,"identifiziere mich nicht mit Hannover, vor allem nicht fußballmäßig",@DavidDiSab @LindewellRix @helenstaniland There's no way to tell a transwoman who is genuinely convinced she is a w… https://t.co/JGA8A5wknF,no,no,no,no,no,no
rhasmyth,Tiffany $yx,"South Carolina, USA","Library of AlexandRha Archaeology ish 
Daughter of David
Cartomancy
ZhijRa Muxe (Shew)
~~~Arts~~~
my pronouns are She/her/hers bday 5/21/21",I just came to the realization that some great paying jobs I had I quit because I didn't like #boymode this mode is… https://t.co/1hlnfkekd1,no,yes,no,no,no,no
DhubhMhairi,Mhairi Dhubh,,,@evilpostmaker @ActualKatyjean @AotearoaMouse @birdstanaccount @DefenestratorO There is only one “class” of woman w… https://t.co/XdydGZ6kwb,no,no,no,no,no,no
Iamthisnotthat1,This is this and that is that ⚢ 🟩⬜️🟪,The well of unwell,"Angry small woman from a small town.
Dinosauring. Hoarding.
Still can't get married on my beloved woman.
Call me: Your Highness/Their Highness/Their Highnesses",@EdwinDroom @MercuryMarte @fickleskittle @theedijester @redtache @SophieXY44 @burgerbi1 @ScurvvyMcDogleg @xoundmind… https://t.co/2F6LM3dLRB,no,no,no,no,no,no
LongTallDani,Danielle Palmer,,,"@WindsorGrace @MandiganA @JessDeWahls So, going by your logic of calling someone out for what they are not being me… https://t.co/tQ0aEWhi1w",no,no,no,no,no,no
sapphicspidrman,Fig - Loki - Bart,Fig-Loki-Bart,“Aren’t you tired of being nice? don’t you wanna go batshit.” Black 🐍🐍minor🕸I’m on hiatus ig,hold up did i ever mention my transwoman Fuyumi and transfem Shouto hcs,no,no,no,no,no,no
pupupigeon,🛤🌠🕊,,Bird That Crosses The Stars/星を渡る鳥 #illustrator #digitalartist EN/JP/ASL,New oc and i know he is transwoman coded but he’s just a gay fantasy i am so sorry women,no,no,no,no,no,no
Iamthisnotthat1,This is this and that is that ⚢ 🟩⬜️🟪,The well of unwell,"Angry small woman from a small town.
Dinosauring. Hoarding.
Still can't get married on my beloved woman.
Call me: Your Highness/Their Highness/Their Highnesses",@MercuryMarte @redtache @EdwinDroom @theedijester @SophieXY44 @burgerbi1 @ScurvvyMcDogleg @xoundmind @esseeeayeenn… https://t.co/6cF1mpAaPd,no,no,no,no,no,no
The_Cammunist,🎃 ☭ Red Scare Two - Electric Boogaloo ☭ 🎃,Metaphysical Dimension,"Opinions are my own | He/Him | YTer | Graphic Designer | Video Editor | PFP/Banner by me |
Logo Vector by DGIM-studio at https://t.co/q8ARvU8CaF :)
☭",@tikandoa @Mojoshark1 @SammyTheBoyo @chesire2050 @SarahBurssty @ETCanada @jamieleecurtis You're complaining about s… https://t.co/XHT5f01jCF,yes,no,no,no,no,no
dogtootharches,🎃 Ben 🎃,,"GC gay man, prone to drunk tweets and righteous indignation. My chromosomes are XY",Of course there are such things as trans people. To say otherwise makes *you* the extremist. Using words like trans… https://t.co/sRB2i6M0yu,no,no,no,no,no,no
myrtleworld,myrtle myrtle 💚🤍💜,,"Grateful for books, trees, birds and good people. Lesbian. Feminist. Mother. Outraged.","@lgbtcopuk @AJRichardsonMP @_Lisa_Townsend @pritipatel Their gender is transwoman. Their sex remains male. 
Absolutely record both.",no,no,no,no,no,no
LGBTTeacherUK,LGBTTeacher,,"A Teacher and LGBT Advocate. 
Proud to be a Nerd
She/her","@NicESpurling @dormantwrapper @school_winter @ElizabethMay But yes, with hindsight, transgender is an adjective, I… https://t.co/oi8Vw9cslC",no,yes,no,no,no,no
bensonspot,blokes can not be lesbians,"New York, ny",Lesbian. trans is the new homophobia. #dogecoin #toTheMoon #locktrumpUp #covicttrump #teamBerns #resist #vote #savewomenssport #ProtectWomensRights #1984in2021,@PointlessSpike @notCursedE I actually find a lot of homophobia is being perpetuated by trans agenda today. You can… https://t.co/CgFJtJalsV,no,no,no,no,no,no
HorrorMedia0TD,📞 Horror Media OTD 🗝,🇺🇸🇵🇭,Aaron | 17 | ∞ &🦋| I post funky horror media & characters | Read Carrd BYF | Mute NHM for no OOC | Reqs thru CC & DMs! | Reqs: Open | Also runs @DailyPkmnHCs,RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,no,no,no,no,no,no
dormantwrapper,dormantwrapper,,"Conservationist, hill walker, puppy botherer.","@WetCoastLiving @GhostlyBugler @NicESpurling It's not a matter of belief, it's a matter of material reality. Transw… https://t.co/GO1Sx91RKE",no,no,no,no,no,no
PastelSuccubus,Mandy 🕷🐘🦖,USA,Substantive conversations. I can guarantee i'm wrong. Irony is as irony does. Radfem heretic. Radfem clown. Biscuit. Contaminated. Choose @VAGlNApolice,@27_PointFive I'm not either. I never forced you into my mentions. I didn't call someone a bigot for not wanting to… https://t.co/Xaoml2XU1C,no,no,no,no,no,no
AnastasiaFennec,Anastasia Fennec,"Washington, DC","#Lesbian, #Antifa, #WarrenDemocrats, #SaveIdlib, #FreePalestine, #Trans, #BDS, #BLM, #NeverAgain #ReparationsNOW

I research hate+extremism & genocide (She/Her)",RT @two_n_minus_one: 4. the content of the article is pure fiction. the CBC uncritically publishing a laundry list of long-debunked TERF ta…,no,yes,no,no,no,no
DeliaSymbols,💀DEADLIA💀,,Delia (D.S. Ereki) | 24 | 🏳️‍⚧️♀️ (She/Her) | Musician | Artist | Emo/Scene | JSR Trash |,"I listen to SeeYouSpaceCowboy. The vocalist is a transwoman who screams!

I'm also doing vocals in my songs. I'm do… https://t.co/ygxNXkcPSk",no,yes,no,no,no,no
cami_11ee,exusiai fan account,she/it,"my girlfriend is forcing me to become twitter famous
@cami_11e is my art account 

/posts by her horrible girlfriend with access to her account (me",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,no,yes,no,yes,no,no
bugtooths,faggus but spooky 58/90,albedos lab,"🦷literally just a pile of teeth🦷                  
                                       🌸@RyanIsABirb🌸 
    
    🦴they/he/moon | bi| 19🦴",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,yes,no,yes,no,no,no
MirandaMervyn2,Mervyn Byrd-Miranda,,"Playwright, Composer, member of The Dramatist Guild. #UnitedBlue, formerly @GByrdman2260. #LGBTQ+ #ClimateChange. Will RT all special Tweets! New Account.",RT @BlogssJuly: Respecting and giving space for transwoman is not an assault/war on women. Just like gay marriage is not an assault on hete…,no,no,no,no,no,no
Pauliewollie,"Pauline "" the doods"" jones",Toronto ,"there ain't no devil, just God when he's drunk",@RadFemme74 @Michael60995683 @logicxxreason @berniegwolfe @MargaretAtwood A transwoman is not less* than a women. A man just isnt a woman.,yes,no,no,no,no,no
hepburkj,K J Hepburn,,Scotsman with a grievance  or ray of sunshine?,"@JillWineBanks @cmclymer @JTMontgomery8 Women. No transwoman has ever been pregnant, because a fundamental requirem… https://t.co/bIVhCOhkM8",no,no,no,no,no,no
RoseTheKitten86,𝓖𝓪𝓫𝓻𝓲𝓮𝓵𝓪 𝓡𝓸𝓼𝓮 🌹,,"Started HRT on 4/21/21 🏳️‍⚧️
Became a cat shortly after 😻 she/her","Proof I'm a cat: Just like my roommate's cat, I meow at everyone, enjoy chin scratches and head pats and belly rubs… https://t.co/kSi1mBdlWD",no,yes,no,no,no,no
QueenCopia,🖤🜏💜⍟🜏 ҜꙘꚂ 🜏⍟💜🜏🖤,Castle Rock,,"🖤💜💅🏻 Nails on point! 💅🏻💜🖤
.
.
.
.
.
.
.
.
.
#acrylicnails #acrylicnails💅 #purplenails
#purple #blacknails… https://t.co/IIWzltp2H2",no,no,no,no,no,no
Paintpot17,Paintpot 🛑🏳️‍🌈,Scotland home of fine quines,Artist. Lovely Lesbian . GC woman. Ancient Greek Hist geekette. I had ovarian cancer which I failed to identify out of. Pronouns:No Thank You,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
Paintpot17,Paintpot 🛑🏳️‍🌈,Scotland home of fine quines,Artist. Lovely Lesbian . GC woman. Ancient Greek Hist geekette. I had ovarian cancer which I failed to identify out of. Pronouns:No Thank You,RT @FrankBlack_MM: The story then goes on to tell us all about the brutal history of this 'woman' murderer (not murderess!) Throughout she/…,no,no,no,no,no,no
starltheartache,sirius is going dark again,aro bi + they he neos,"I wish I could tell my past self...

#NEKOBEANGRAM : i am a #nekobean || sirius || minor || spam acc. ask for priv|| 💙 @artistspartisan",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,yes,no,yes,no,no,no
Cosavuoi3,🦖💚🤍💜🦕,"London, England",#ThisIsNotADrill,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
wlwtama,CLOUDTAIL GOAT ☽☾ 🇷🇺🇵🇱🇫🇷🇪🇸🇯🇵,democratic republic of wasia,💗💜💙 president of blasian mirio hc sniped at 3k,RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,no,no,no,no,no,no
virtuallyearth,morven,,,RT @FrankBlack_MM: The story then goes on to tell us all about the brutal history of this 'woman' murderer (not murderess!) Throughout she/…,no,no,no,no,no,no
bisotd,☽☾ bi4bi couples of the day!! submissions closed!!,3 admins • ic: @teruhands,"daily headcanon or canon bi4bi couples!! • submissions closed, sorry!!",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,no,no,no,no,no,no
virtuallyearth,morven,,,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
sugarbabyamberw,Amber White,"Chicago, IL","alone in a room 
email for SONG REQUESTS tasace06@yahoo.com

IM NOT PORSHA WILLIAM ❗❗❗","@TeamPulte Anyone willing to help a transwoman in need of $604 towards court fees

I am able to travel!
Just need a… https://t.co/1lOkWZUt3e",no,no,no,no,no,no
tamarinkui,## ui ☽☾,he/they/xe/it + many neos,"i am literally 赤根葵 from 地縛少年花子くん (2014)
.
(read carrd byf)",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,yes,no,yes,yes,yes,no
Moon_bi_otd,Moon Bisexual OTD (Spoopy era),(night/mare)(rai/rain)(he/him),"Submissions are open!
( https://t.co/vvH2GyNC3M )
( https://t.co/xQd2MhU5mK )",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,yes,no,no,no,no,no
alys_griff,Alys Griff 💜🤍💚 🏴󠁧󠁢󠁷󠁬󠁳󠁿,Welsh Borders,"""Reality is that which, when you stop believing in it, doesn't go away."" Philip K Dick  #GC #truth teller #VoteWithYourCervix",@VeteranGamerUK @VeniVidiVicki @Women___Exist @MargaretAtwood @Jacquelinerose What does ‘acceptance’ even mean? Let… https://t.co/xJJOK52jok,no,no,no,yes,no,no
DerryBanShee,Fiona,UK,"Rower, parkrunner, Derry girl",RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
Judeet88,Deesse23 🌍⛏️🔍🦕,England,"BSc.Hons OU. Rtd. Rock collector, paints. Straight talker. Walker. Enjoy life. Ask questions. Help each other, save NHS, stand up for something good. Resist.",RT @FrankBlack_MM: The story then goes on to tell us all about the brutal history of this 'woman' murderer (not murderess!) Throughout she/…,no,no,no,no,no,no
notsmokinfeds,fed smoker,radfemblacks female commune,"badfem | fae/faer | twitters most wanted | scrote punisher | we got joints to roll, and troons to troll | Streaming with @korifem every Fri @ 10:30pm EST",RT @PastelSuccubus: @27_PointFive No transwomen are women and if you're a transwoman you're in fact a man. You will never be a woman and ha…,no,no,no,no,no,no
Caveat_Emptor88,👻𝓒𝓪𝓿𝓮𝓪𝓽✠🎃,,"The Iron Cross stays on during sex. 
✨Your favorite tired fascist gf.✨
Mostly shitposting, sometimes I have hot takes though.",@Occult_Revolt We were just talking about it because I saw a video with a transwoman saying how they get periods to… https://t.co/JhFSH3n86f,no,no,no,no,no,no
greenladypepper,Lady Pepper,"Vancouver, British Columbia","Consent matters - Peace, Love, Unity, Respect - surveillance survivor -",RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
RascalScallywag,Scallywag Rascal,,,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
CathyMcRorie,Kitty Cybernat,Bonny Scotland,"Great granny besotted with my Great Grandchild Quinn, another ❤️ of my life. #FreeWings",RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
CathyMcRorie,Kitty Cybernat,Bonny Scotland,"Great granny besotted with my Great Grandchild Quinn, another ❤️ of my life. #FreeWings",RT @FrankBlack_MM: The story then goes on to tell us all about the brutal history of this 'woman' murderer (not murderess!) Throughout she/…,no,no,no,no,no,no
CoolCharaOtd,Cool Character Otd!,DNI NSFW ,"daily cool characters! ,,mod uses he/it prns,, reqs: open!",RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,yes,no,no,yes,no,no
grass_pale,Graham Linehan's Sock Account,,#sexnotgender,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
tsugiwugi,august | 2.3 IS SHIRTLESS MEN UPDATE,he/him n mlm!!!!!!! meow meow,silly rodents r so yaasss coded,RT @neoprnbi: Narukami from Enstars is a Transwoman Neo Pronoun bisexual that uses she/it/pup/meows/paws! (canon trans and bisexual) https:…,yes,no,no,no,no,no
Kalazar321,Kalazar,"Texas, USA",Just some Internet Dweller who hopes to be a positive force to others.,@NapsyLev @ItsAllSoUgly @goldenwitchfire Trixie made fun a of transwoman for not having a passing voice to specific… https://t.co/vfotUDYGgC,no,no,no,no,no,no
rattlecans,Rattlecans,Sitting beside a puddle,#WomenWontWheest - It's how oor mammies made us,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,yes,no,no
lydiajamjar,Lydiajamjar,,Pro independence for Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #StillYes #Alba,RT @FrankBlack_MM: The story then goes on to tell us all about the brutal history of this 'woman' murderer (not murderess!) Throughout she/…,no,no,no,no,no,no
LottieHistory,Lottie Lewis,,History PhD student looking at the political silencing and shaming of women by men. Your virtue signalling and luxury beliefs are getting women nowhere.,"@MargaretAtwood No, but you can’t ignore the instances of women’s lives being ruined in the name of “trans inclusiv… https://t.co/tr7gIytiQT",no,no,no,no,no,no
rattlecans,Rattlecans,Sitting beside a puddle,#WomenWontWheest - It's how oor mammies made us,RT @FrankBlack_MM: The story then goes on to tell us all about the brutal history of this 'woman' murderer (not murderess!) Throughout she/…,no,no,no,yes,no,no
Haiku48,Theresa,"Portland, OR",,RT @eeloewen: One year ago I told my wife the most terrifying self-disclosure ever. “I think I’m transgender.” It was a culmination of a li…,no,no,no,no,no,no
femminaastuta,Catherine 🟧⬛,Middle-ish UK,"If I decide to be an idiot, then I'll be an idiot on my own accord - Johann Sebastian Bach.  
Woman = Adult Human Female",RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
Pixil8,Pip 🦕 Cooper,Folkestone Cretaceous,🦖 #HearMeRoar 🦖 Flushed out sheet music & the remains of an orange from a tuba once 😬,RT @FrankBlack_MM: Why would big media fail to use the word transgender or transwoman in an article where the subject is a sadistic murdere…,no,no,no,no,no,no
PastelSuccubus,Mandy 🕷🐘🦖,USA,Substantive conversations. I can guarantee i'm wrong. Irony is as irony does. Radfem heretic. Radfem clown. Biscuit. Contaminated. Choose @VAGlNApolice,@27_PointFive No transwomen are women and if you're a transwoman you're in fact a man. You will never be a woman an… https://t.co/8i5zsOPk2N,no,no,no,no,no,no
