screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
Shashank1171,Shashank Dogra,France,Value Investor & Opportunist Trader (Bet hard when odds in favor),"In school, complex subjects were always taught by teachers off campus via expensive private tuitions. These gentlem… https://t.co/vqeV6xYtbs",no,no,no,no,no,no
_nrsyzwani,Wani | ZarZou Sabah,Land Below The Wind,solutions to healthy skin & hair goals! | ig : zarzoubeauty_sabah & beautifly.byns | ZBD01433,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
soojinmysoojin,LILO,,soojin my beloved just retweetin dont mind me,"RT @98THINKER: ladies and gentlemen, her 

✿ #수진 #여자아이들 https://t.co/Zj5ku5lDW1",no,no,no,no,no,no
KingDrooool,𝐕guapo ☆,Rent Free,300 yrs old |Satire| Follow me while you’re here and follow my back up @guapoinhiding😁 #Rockets,@MeloSimp Reminder gentlemen . If your maid doesn’t treat you like a king she doesn’t deserve you. https://t.co/T8ZYxr1MZc,no,no,no,no,no,no
tehalala,Fatiha Azman,"Kuala Lumpur, Malaysia",Hi everything!,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
emma812795,"DCIV, Gods Blood",Texas,yet another account..,RT @nickdiaz209: A gentlemen never tells. https://t.co/q75neBjysB,no,no,no,no,no,no
thatsityo,wolf,,alamak dah nak spm,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
TrafficjamT,TrafficJam&Toast,New York,"An Irish Wolfhound is my pal.  Mr. Oogy Boogy, my Scottish Deerhound and my last account, have both gone o'er the bridge.","RT @chrisan51147433: @Acyn The GOP is just filled with stand-up ""gentlemen."" https://t.co/YPhgVQIzp9",no,no,no,no,no,no
_minly7,muni 🌙,earth,#PARKJIMIN 사랑해🤍 | Not fan acc 😽,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
lisadbenz,Lisa B.,,"My tweets are mostly about baseball, music, and cute animals. And occasional complaints about minor problems.","RT @tsnmike: Reds are now in last place behind Pirates, who (organizationally) aren’t even trying this season. That’s a heck of a week, gen…",no,no,no,no,no,no
mrbigblue1,Chris Foster,"Louisville, KY",UK Sports. Titans football. St. Louis Cardinals baseball. Lakers basketball. Flyers hockey. Concert fanatic. Engaged. #BBN #TitanUp #STLCards,"RT @tsnmike: Reds are now in last place behind Pirates, who (organizationally) aren’t even trying this season. That’s a heck of a week, gen…",no,no,no,no,no,no
ziqqzimm,coqicoqi,Malaysia,كَفالَا حُوتاقْ بِرجامْ بُوْي,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
Nurqistinashuaa,Inumaki senpai's wife ♡,: *✧･ﾟ:* ♡Inumaki♡ *:･ﾟ✧*:,No content.,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
laplanck,Mike Ensminger Fan Account,"Tustin, CA","Married to @tousledpigtails. Father of #BigLawBaby, #2BigLaw2Baby, and #BigLawBabyTokyoDrift. Love and Honor; Wahoowa. Started 740, now 714.","RT @NickPetraccione: This is by far the funniest coach in college football history. 

Ladies and gentlemen, Montana Tech's Bob Green. https…",no,no,no,no,no,no
jamex_art,JAMΞX,,"JaviΞr RomΞro - MΞX
I try to be a public service - I do animated short films all the time.
0x3e3ca7358f56b3de5b6ff930ffd2d4c832b84605","@jerrysaltz meow! right to the ♥️

Gentlemen no fighting on the ART room!",no,no,no,no,no,no
Shahrul_Razin,sahrol,"Rawang, Selangor",u come to the right place for irrelevant twaddle.,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
catarinaicn_,arco-íris,"Castelo Branco, Portugal","C₁₀H₁₂N₂O

cat.loira",RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
hasheaadnn,Ava Min,,"Some days I'm nice, Some days I can be a bitch","RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
DoctorRoBry,RoBry Ujfalusi,"Westerville, OH",Commisioner of the RoBry Football League (RFL),"RT @tsnmike: Reds are now in last place behind Pirates, who (organizationally) aren’t even trying this season. That’s a heck of a week, gen…",no,no,no,no,no,no
Jroe8,Jake Roeding,,Reds. Bengals. Wildcats. HCHS '12. NKU '19,"RT @tsnmike: Reds are now in last place behind Pirates, who (organizationally) aren’t even trying this season. That’s a heck of a week, gen…",no,no,no,no,no,no
makynna_g,makynna,Oklahoma,,"RT @Yvessaintxo: Ladies and gentlemen, HIM https://t.co/BNiiBKMVOW",no,no,no,no,no,no
yuujislatte,𝙛𝙧𝙖𝙣𝙘𝙞☁️ ᶜʳʸⁱⁿᵍ ᵒᵛᵉʳ ᵉʳᵉᵐⁱᵏᵃ,𝑠ℎ𝑒-ℎ𝑒𝑟 {𝑖𝑛𝑓𝑗} / 22☁️,ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏~♡ 心臓を捧げよ⚔️— 𝑒𝑟𝑒𝑚𝑖𝑘𝑎 𝑠𝑢𝑝𝑟𝑒𝑚𝑎𝑐𝑦,"RT @iluereh: ladies and gentlemen, HER. https://t.co/PDYp4kX53z",no,no,no,no,no,no
horklavine,Hork Lavine QC (Quite Controversial),USA (via England),"Went Hindu...My dog convinced me...for real. (and Psychedelics).

No political affiliations. Don't try.","RT @ArmyofShadows2: Ladies and gentlemen, meet the real opposition to Johnson's fascist government.",no,no,no,no,no,no
xannyah,Xaña Angel Eve,wealth of the old world,"from nothing, to something",RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
DuaneAAA,Duane,,,"RT @ZHBuchanan: Kole Calhoun said he talked to the kid who snatched that foul ball from him later in the game.

Calhoun: ""Hey, you know you…",no,no,no,no,no,no
Squeaky_Wheeler,Will_Garden_For_Spoons 🥄,"Washington, USA","She/her, Bi/Pan 🌈 PNW Gardener, Nerdy Jill of many trades -mistress of some / Hypermobile #Spoonie, Chronic Migraineur Neurodivergent, Crouton❤️","He cuts to the left, speeds down field, passes to himself, evades 2 defenders... this piglet can really FLY! Ladies… https://t.co/ZUNnD5FOsx",no,yes,no,no,no,no
MeeraHaze,Hezmeera Afifah,Meera's earth,Foods are good 🤪❤️✨,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
balanceforever1,christine,"California, USA",Lifelong Democrat Feminist Supporter of LGBTQ Love My Three Dogs We Must RESIST,RT @TheRealAndrew_: Love how President Biden is such a gentlemen and helps the First lady off of Marine 1. #ThankYouJoe https://t.co/j7kMV4…,no,no,no,no,no,no
ato16mep,Michael Parker,"Maysville, KY",Father / Sports Nut / Marketing Professional / Investor / Comedian (well wannabe),"RT @tsnmike: Reds are now in last place behind Pirates, who (organizationally) aren’t even trying this season. That’s a heck of a week, gen…",no,no,no,no,no,no
k1ttyclub,★ 𝐭𝐚𝐭𝐚 ! 𝐬𝐚𝐢𝐤𝐢'𝐬 𝐠𝐟,"## 𝐘𝐔𝐑𝐈 𝐎𝐍 𝐈𝐂𝐄 ❅ ᵎᵎ 今やめれば、永遠に悔い改めながら人生を過ごすでしょう 𝗟𝗢𝗩𝗘𝗟𝗬 今回は自分を信じる以上に信じて 𝖪𝖨𝖲𝖲𝖤𝖲?!!
",,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
GeddySquire,Geddy Squire,,Gold is the new silver,"This is fantastic.
Bravo gentlemen!
@lexfridman @yaronbrook @michaelmalice 
https://t.co/1rLhs1L7vf",no,no,no,no,no,no
kookminskin,kookminskin,,,"RT @narrajoon: ayo, ladies and gentlemen
if you're ready, i'll start 
i am different from the other guys
with my style

-dope

VOTE iHEART…",no,no,no,no,no,no
OhItsMeLaura,laurin Ƹ̵̡Ӝ̵̨̄Ʒ,Brasil,"well, you built up a world of magic because your real life is tragic (qualquer pronome)",ladies and gentlemen and others,no,no,no,no,no,no
bobby48376115,bobby,,"Old mother fucker who had to start over on Twitter, veteran of 23 years in USAF, I love our Democracy and my bulldawgs’","RT @chrisan51147433: @Acyn The GOP is just filled with stand-up ""gentlemen."" https://t.co/YPhgVQIzp9",no,no,no,no,no,no
MisterChayaEric,simple eric,"Chicago, IL",AGM @ LA Fitness,RT @nickdiaz209: A gentlemen never tells. https://t.co/q75neBjysB,no,no,no,no,no,no
LanceMcAlister,Lance McAlister,,"Host: 700 WLW Sports Talk, Reds Inside Pitch/Extra Innings. Bengals Line. Married/dad. Butler '88, Carmel '84. lance@lancemcalister.com Instagram lancemcalister","RT @tsnmike: Reds are now in last place behind Pirates, who (organizationally) aren’t even trying this season. That’s a heck of a week, gen…",no,no,no,no,no,no
Sadegrant1,Sade 👸🏾🌸🌼💜,"Joliet, IL","|23| IG:grantsade35| I love The Dolan Twins❤️💜 Drake 😻, Chris Brown🥰 ,Travis Scott🔥Pm Saweetie &Chole x Halle🦋😭❤️ #BLM",RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
Paulaaa2708,Paula🧸,Uruguay,insta: paulaherrera2708,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
yaadiraa15,🦋,,"I hope you like bad girls, cuz I’m bad at everything😏",RT @basicvalentina_: ladies and gentlemen: her https://t.co/6AdNJBJiHZ,no,no,no,no,no,no
lizzywesson,Elizabeth Wesson,"East Memphis, Memphis","ΑΔΠ “bless the Lord, oh my soul”","RT @OleMissBSB: Ladies and gentlemen, meet @KempAlderman 💥 https://t.co/oSpg3yiCSp",no,no,no,no,no,no
FawazRight,Olówóorà Fawaz,"Lagos, Nigeria",Communications | Humanities | Business & Economics | Freelance Content & Copywriter | Statecraft,"The weiderst fighting card arguably, since the start of the year.
Wake me up! 

This fight card is fucking weird se… https://t.co/uydzKFUWEt",no,no,no,no,no,no
_Nick__Elodeon_,Nick 🚀,,This is my first Twitter account,"RT @Brrrrrpp: Gentlemen. Testosterone UP, Estrogen down. No porn &amp; no wasting your precious seed. Only one thing! get strong(er) smart(er)…",no,no,no,no,no,no
FakeMannyJ,Manny J,"Kansas City, MO",,"RT @ZHBuchanan: Kole Calhoun said he talked to the kid who snatched that foul ball from him later in the game.

Calhoun: ""Hey, you know you…",no,no,no,no,no,no
jennie_taruc,♡,🇵🇭,,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
basketpol,Matthew,NY,sports bettor & hobbyist,she does everything ladies and gentlemen!,no,no,no,no,no,no
YourCanadianGF,Your Canadian GirlFriend,Canada,Lives right next to your grandmother's house - where you keep your moped. Self-Made Orphan. Mystery Celebrity. Casino Audiophile. Prod: Danger! Health Films,"RT @80sMTVmemories: Ladies and Gentlemen, The Clash!
https://t.co/cHCGEnDKMN",no,no,no,no,no,no
mierayasmin_,alfditmals,,,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
SitiNurizzati14,BLACK MAMBA,Kubur,my name is mark you can mark me in your heart- Mark Lee,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
beat_it_bozo,nat!! 🍄🌳🐁,"they/she, they/them preferred",i have one million girlfriends (16/bi),ran my first red light entirely by accident tonight how’s it going gentlemen,no,yes,yes,no,no,no
_aescarri,el,,,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
_chcsky,Ain Yin,"Selangor, Malaysia",i just give u see unspecific things,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
dulles_quiruz,CaliforniaKing,United States,I over think everything. I mean everything!,RT @nickdiaz209: A gentlemen never tells. https://t.co/q75neBjysB,no,no,no,no,no,no
syarahashim,syawah,JB,bridges burn i never learn but at least i did one thing right,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
PalaCasino,Pala Casino Spa & Resort,Northern San Diego County,"Pala Casino Spa & Resort offers action without chaos, beautiful views & free entertainment daily. Discover your 'aahhhh moment.'  #palacasino","⛵Our thanks to @YachtleyCrew for another amazing show for our sold out crowd! .🎷🎤🎸  
No doubt about it, gentlemen,… https://t.co/TKaDDlVNxr",no,no,no,no,no,no
ami_aziman,امير عظيمن,"Petaling, Selangor",,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
huppiepirtduy,river ig,hatred,i am beside gerard way || autistic || genderfluid || (they/he/it) || BLM•ACAB•ANTIFA•ABOLISH ICE,"every time that teachers or streamers or something say ""ladies and gentlemen"" i whisper to myself ""and river"" and it makes me feel better",yes,no,yes,yes,no,no
dashiemint,`dash 🌧️ . offline,+63 fan x writing acc,"#HYUNJIN : minsung au ⬇️ she/they                       

https://t.co/MtfDrzv4ZD","RT @intohwnglixin: ladies and gentlemen your noot noot hoodie squad ! 😽 

#SSD #StaySelcaDay @Stray_Kids https://t.co/eoHXPywHse",no,yes,yes,no,no,no
patrialvaradoo,Patricia,,,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
viscaelsep,andy 👑,fut fem,@Palmeiras_FEM 𝟗𝟖'𝟐𝟖,"RT @8Osfumero: ladies and gentlemen, her.  https://t.co/opFoDpecpg",no,no,no,no,no,no
Coopsdongle23,Cooper Moore,,Parra fan and trying to start a YouTube channel criticising all sports teams I give a care about literally makes fun of anything and everything,"RT @NBiffs: What has become of Rugby League?
Absolute massive shot. 
Beautiful to watch. 
The players love it, the fans love it. It’s great…",no,no,no,no,no,no
ellgoid,🍒,,,RT @Devoid03: @twomad Gentlemen whomst discard fecal matter within designated toiletries https://t.co/5rnfdKUOlA,no,no,no,no,no,no
saltydrms41,d_znutz_trading co.,"New York, USA",President and CEO of several bank accounts. 💰 and 🍕A Leo ♌️. “If you’re good at something never do it for free” ~ Joker ~ 🇺🇸 🇸🇾 🇪🇬,"@therealredman The Jimi Hendrix of rap, ladies and gentlemen.",no,no,no,yes,no,no
meyouu1997,thany’,,สวยไม่อะไรกับใคร,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
bellarkereyez,juuh 𓆈,hilltop ♔︎,⿻ where is the love? ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ꨄ @Zjmoutiside,"ladies and gentlemen it's our day, it's THE DAY &lt;3",no,no,no,no,no,no
emyshadhamira,Emy,,i'm not what you think i am,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
imanzuhriomar,Misteri👻,,Tengok apa tu,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
chrisan51147433,Trump for Prison 2021,"Chicago, IL/Michigan City, IN",Trump must go to prison! USMC Vet. USNA (Poly Sci) & Purdue MBA. Brady/Bucs! Lakers/LBJ! Go Cubbies! Boiler Up! Tarantino! I follow back. Please no DM's.,"@Acyn The GOP is just filled with stand-up ""gentlemen."" https://t.co/YPhgVQIzp9",no,no,no,no,no,no
Little_bebe_,tai tai,,100% cadelinha da zendaya,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
Twinsfan811,Twinsfan81,,"Jan. 20, 2021 gave me hope for a better America. We CAN win the fight for the soul of our nation! Keep on Resisting!",RT @TheRealAndrew_: Love how President Biden is such a gentlemen and helps the First lady off of Marine 1. #ThankYouJoe https://t.co/j7kMV4…,no,no,no,no,no,no
MMuendo,Gustavo Hames Rodriguez,"Nairobi,Kenya",Musings of an (ab)normal Kenyan entrepreneur | #HapaKazitu. | #MUFC | Explorer | Always looking |,RT @timosteyn: Gentlemen par excellence. @fredwhitecap https://t.co/Ah8ckwijhx,no,no,no,no,no,no
NFLandMMA,MMA and FOOTBALL,"Pennsylvania, USA","Top know it all in sports Twitter, with no followers.
A wanna be mma and football guy. FantasyFootball- NFL Draft-UFC,-Bellator","The real GOAT of womens mma ladies and gentlemen, Valentina Shevchenko #ufc261",no,no,no,yes,no,no
najwafzul,nafa_,,"«21»
𝒎𝒂𝒅𝒆 𝒐𝒇 𝒔𝒕𝒂𝒓𝒅𝒖𝒔𝒕 𝒂𝒏𝒅 𝒎𝒂𝒈𝒊𝒄𝒂𝒍 𝒕𝒉𝒊𝒏𝒈𝒔☾︎ ____

𝓯𝓲𝓷𝓭𝓲𝓷𝓰 𝓶𝓲𝓷𝓮","RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
klevornclan,Angie Klevorn,,,@GorlokSports @WebsterSoccer Congratulations gentlemen. Well played. You were a joy to watch.,no,no,no,no,no,no
aunieamanieee,aunie🧚🏻‍♀️,Sarawak,sugooiii🤤,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
BelarusThug,KittyGunzMatter,"New Jersey, USA",,RT @nickdiaz209: A gentlemen never tells. https://t.co/q75neBjysB,no,no,no,no,no,no
_kimmhazz,pale otak,"New York, USA",,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
KOBMustard,Lil Tin Can KOBMustard | Team LDOE,"America, United States, USA.","i do gruntwork editing for pretty low so hit me up if u need summ
classicyellowmustard@gmail.com","RT @quakerraina: Ladies and gentlemen, https://t.co/wcPhXvalMM",no,no,no,no,no,no
nastygaljaz,✿ JAZ ✿,"Los Angeles, CA",22 | IG: @jazcrylics,RT @basicvalentina_: ladies and gentlemen: her https://t.co/6AdNJBJiHZ,no,no,no,no,no,no
RDR2DutchBot,Dutch Van Der Linde,Tahiti,"I have a plan.
Hello son!, I'm here to bless your timeline with my quotes. 
Have some goddamn faith!","Ladies and gentlemen, this is a robbery!",no,no,no,no,no,no
hfztlainaaaa,ainaaa,,said that you love me,sekarang trend im addicted to pulak eh lepas ladies and gentlemen 😭,no,no,no,no,no,no
ZAYNTCOPY,elie,,multifandom & bookstan - a/ela/-a | (fan account),"RT @8Osfumero: ladies and gentlemen, her.  https://t.co/opFoDpecpg",no,no,no,no,no,no
NYURTB0T,nai ♡,she/her ,chaninista heehee newbie,"RT @nyuscent: ladies and gentlemen,, him https://t.co/3xFrw9RDNG",no,yes,no,no,no,no
tannieyurrhh,𝒮𝒸𝓇𝑒𝒶𝓂 𝒬𝓊𝑒𝑒𝓃,,In the land of gods & monsters,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
thejem411,JEM,,,"@EverythinKnicks @stephenasmith Ladies and Gentlemen, if you're a ""true fan"" of the team, you have to be happy with… https://t.co/Z7PrfWbWkd",no,no,no,no,no,no
juliaaajlt,Tinky Winky,France,Xoxo,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
hufzmn,huf,,24,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
thejem411,JEM,,,"@SnipefameNJ @stephenasmith Ladies and Gentlemen, if you're a ""true fan"" of the team, you have to be happy with eve… https://t.co/qspogDSOs1",no,no,no,no,no,no
ruziesyahira,g,Malaysia,shut up bish,RT @badestoutfit: ladies and gentlemen her https://t.co/lSdOZGHm8y,no,no,no,no,no,no
nrshfiqah_,cha ⁷,KTN ➡ UTMJB,Go away! ARMY CARAT 🔎💎,"RT @flwrsxB: Ladies and gentlemen, this is why we need younger politicians.",no,no,no,no,no,no
cykadelic98,Jacob,Ireland,23 ♉︎ 🇵🇸,"RT @aaronwjohn: ""Drink for you here ma'am""
""Uh, I didn't order one?""
""Came from the gentlemen over there with compliments, he said he likes…",no,no,no,no,no,no
