screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir,ze/zem
coldassbitchliz,🦎,ny but law and order svu POV,,okay ladies and theydies when it comes to beer/alcohol/drinks served in bottles do u poor it in a glass or drink straight from the bottle?,no,no,no,no,no,no,
adcarter98,a.d. carter,"Ralston, NE",(they/them) • a.d. stands for absolute disaster,Not to be one of “those” people but if you don’t identify as nonbinary/gender non-conforming I don’t think it’s ver… https://t.co/eQlqeETKSD,no,no,yes,no,no,no,
TrashChef2021,Harbinger of Soup,,sometimes I make food,"@prtydeadunicorn Theydies (read Me): Uh, you're joking right? My spine is already plenty fucked from sitting in cha… https://t.co/8wwmLfMmn9",no,no,no,no,no,no,
tobys_husband,willow ♥︎ ☾ toby’s beloved husband,loving toby juice  (im 19),MARRIED TO SATURN N MILO n TOBY 🧸 he/they/fox-foxself🧃matching w @sxlfhxrmx 🤎🤍,someone just said “theydies and gentlethems” and suddenly i hate myself and my pronouns and my identity i’m offing myself,yes,no,yes,no,no,no,
beanwellnow,Bimini Bon Jovi,Assachusetts,gender: neutral // mood: chaotic ✨they/them ✨ https://t.co/iGyjbqcGqh,I did strictly use Bimini and Gottmik as references cuz we are what?? crashing the cis tem theydies 🤘🏻,no,no,yes,no,no,no,
alcoda777,𝖆𝖑𝖈𝖔𝖉𝖆,"Houston, TX","producer, musician, daydreamer, dad","RT @ellebasi_noxim: Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston, TX…",no,no,no,no,no,no,
uncovre,mar :3,he/they white,i didn’t pump it up i’m sorry loona,saw someone say “theydies” in the quotes of a tweet https://t.co/54xj9t83Rn,yes,no,yes,yes,no,no,
RageofDevils,Shadowsister🏴,,"Antifascist black metal musician and horror author. All instruments/vocals in Rage of Devils/Dread Maw, drums in Ophelia Drowning. NB trans lesbian. She/they","*ladies, gentlemen, theydies, and gentlethems",no,yes,yes,no,no,no,
kynapajan,kp,she/her,pls don’t talk to me unless you’re @theestallion,SHES GAY AHAHAHA A WIN FOR THE LADIES AND THEYDIES https://t.co/fD6RPr4QGX,no,yes,no,no,no,no,
penelope_zone,Penelope is a nationalism killjoy,avi by @vercher_ink,"Once described as ""a very charming nightmare"". She/they, trans, queer (lesbianish), poly. Striking blue eyes. I am a director at https://t.co/9mO8ZX4lFp",good morning ladies and theydies,no,yes,yes,no,no,no,
BubblyCutea,🤍 𝓓𝓪𝓲𝓴𝓸𝓷 🤍,♡: BubblyCutea#7928,𝘐 𝘭𝘰𝘷𝘦 𝘮𝘺𝘴𝘦𝘭𝘧 𝙥𝙧𝙚𝙩𝙩𝙮 𝘢𝘯𝘥 𝙙𝙧𝙚𝙨𝙨𝙚𝙙 𝘶𝘱 𝘢𝘯𝘥 𝘸𝘩𝘦𝘯 𝘐 𝘢𝘮 𝙨𝙩𝙧𝙤𝙣𝙜.,"All my ladies, theydies, and gentlemen stay safe out there #April24th #April24th2021",no,no,no,no,no,no,
trexburger,Capa,"Fort Worth, TX",Lucha gazing @audiobatontx @flowerbedtx,"RT @ellebasi_noxim: Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston, TX…",no,no,no,no,no,no,
gooblart,trinity,i heart my gf,"artist, illustrator, animator and joke",RT @virtuallyagirl: love all the ladies and theydies in my life sm u r so special to me,no,no,no,no,no,no,
virtuallyagirl,anbel🧚,"im love my gf🐌, she/they poly",im sorry. i cannot think any good car idea because this guy keep farting. #ACAB #BLM columbia college chicago '23,love all the ladies and theydies in my life sm u r so special to me,no,yes,yes,no,no,no,
1_800dream_bit,a giant centipede drinking milk off a finger,Chochenyo Ohlone land,blood cum anarchy n communizm,@87_demo theydies and gaydies,no,no,no,no,no,no,
ddm91,strangest thing Ⓥ,sagittarius mars,#BlackLivesMatter they/them. 🌱🐶💜💛,RT @humanutella: the little circle of Black vegan women/theydies/gentlethems im following &gt;&gt;&gt;,no,no,yes,no,no,no,
StreetPunkJ90,Street Punk Jackson,,I love cute boys and as also youtubers as also being cool and Rest In Peace Unus 🖤 Annus 🤍,"RT @kwata_kuata: theydies and gentlethems, i present to you: it's 12am and the only thing i gained was a headache.
memento mori.

#UnusAnnu…",no,no,no,no,no,no,
BobbieWilsonTX,Bobbie Wilson - Queen Morgenmuffle,"Austin, TX","Fused Glass Artist and FE Web Dev. Bring me beads, fiber, glass, chocolate and wine.","Theydies and Gentlethems (h/t @pinkrocktopus for the phrase):
If you or someone you know is menstruating or has men… https://t.co/mWC3ujAiWg",no,no,no,no,no,no,
fauxlavie,e-e,"Houston, TX",a head with screws,"RT @ellebasi_noxim: Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston, TX…",no,no,no,no,no,no,
xoSashaDarling,Sasha Darling,"Chicago, IL",Sober 💕 ancom 💕 wobbly 💕 18+ only 💕 Harm Reduction and SW rights! @SWOPChicago 💕 Any pronouns 💕 Check out my links 👇 lewd twitter: @xsashadarlingx,@iko_x172 Let's be big orc mommy/daddy/theydies together 😈,no,no,no,no,no,no,
thenightchoir,TNC Night,,"23 • Bi • They/Them • #TwitchAffiliate !
(PFP by @tailnapkin🍊✨)
Follow me on Twitch! #TNC
✨ https://t.co/U3FrEAzINA ✨",THEYDIES AND GENTLEMEN WE DID IT. #NIGHTCHOIR IS AFFILIATED MFFFF ✨👹✨ https://t.co/uCdVUSgqlE,no,no,yes,no,no,no,
AquwardlyHomo,Nicki,"Dallas, TX","A big soft, cuddly bear 💗

(They/Them 🔞 21 Left/Soci/BLM) 
💜@HiddenPangolin, @Dumbblindcat, @TheOneDayKing 💜","Anyway, girls, guys, theydies, shove me down your d*ck, or other things with it-

I may be a bit h*rny but that's how it be",no,no,yes,no,no,no,
fvckdungeon,philip firebird,"Fort Worth, TX",hunter. guitars and stuff,"RT @ellebasi_noxim: Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston, TX…",no,no,no,no,no,no,
semifatguy94,EL SAPO MALO,,Sad boy but always smiling 🇲🇽 27 XXX,"RT @ellebasi_noxim: Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston, TX…",no,no,no,no,no,no,
poison_oakland,𝙥𝙤𝙞𝙨𝙤𝙣 ˚♡ ⋆｡,OAKLAND,˚⋆ hyphy pop star drag journalist barbie of all trades ⋆ she/they/he ⋆ star of #alonetogether @charli_xcx @sxsw,"theydies and gentlethemmmmmmmmmsssss, the show is starting in FIFTEEN minuteeeeesssss, get your drinks now and tip… https://t.co/qFQX6puCGw",yes,yes,yes,no,no,no,
Galaxy_Barbie,Michelle,Louisiana,Love drag and talking about it! Open to discussing all. Not sensitive.Very honest.Fiercely loyal. I love anyone who is nice to me. Not bothered by internet ppl.,"@QueenKilda Ok, I had no idea about this and used the Theydies thing. Thanks for the idea and info!",no,no,no,yes,no,no,
feenecks,SCAM LIKELY,"Houston, TX","before i let you go, let me look at you","RT @ellebasi_noxim: Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston, TX…",no,no,no,no,no,no,
ellebasi_noxim,nikki isabelle,SE Los Angeles - HTX,“I wonder if it remembers me?” @dazetx 👁‍🗨👄👁‍🗨,"Help me pay my bills ladies and theydies 🖤🥺 spread da word 🥸

https://t.co/PS5rxfm3uA

2946 S Shepherd Dr
Houston,… https://t.co/8YrZzGW22S",no,no,no,yes,no,no,
danibotnet,king crumbson,,"yes serah?
any pronouns","how do you do m'theydies,,, tips fedore",no,no,no,no,no,no,
BlckVgns,BlckVgnsUnion,,"I'm here to help my Community Heal, by any means necessary. 

She/Her They/Them",RT @humanutella: the little circle of Black vegan women/theydies/gentlethems im following &gt;&gt;&gt;,no,yes,yes,no,no,no,
khannavibes,your favorite Niche,,"big anime vibes, vegan baybee, soft black girl, will pay you to step on me probably. she/her 💖💛💙♋️♒️♐️",RT @humanutella: the little circle of Black vegan women/theydies/gentlethems im following &gt;&gt;&gt;,no,yes,no,no,no,no,
willflowers,wilfredo flores,South Texas ➡️ Michigan,"Gay chicano person who likes #digitalrhetoric, #TPC, and technology (along with health and community). PhD Candidate at MSU in @msuwrac. Opinions mine 👨🏻‍💻",Aspiring physics student reflecting on how science occurs via writing AND talking about how the peer review process… https://t.co/rLRmOqy1Ks,no,no,no,no,no,no,
lilbonemachine,sol?,"Houston, TX",reply guy,this is for the ladies and theydies only 😏 https://t.co/Dyg9ZEdfhH,no,no,no,no,no,no,
eddi_licious,Eddi Licious,,performance artist,"@das_hinkypunk My standard host greeting is: theydies and gentlethems, my queer sisters and brothers and cishetero… https://t.co/4Td0llfdnx",no,no,no,no,no,no,
earthangelflirt,flirt♡,venus,she♡they.,what the fuck is theydies and gentlethems gtfoh,no,yes,yes,no,no,no,
jaiandangel,𝖀𝖓𝖌𝖔𝖉𝖑𝖞 𝖆𝖓𝖌𝖊𝖑 (𝕬𝕮𝕬𝕭),"Los Angeles, CA","“she said I looked like the devil, but in a good way” . .🌟 they/him mixed black femme",@das_hinkypunk THEYDIES AND THEMS!!!! https://t.co/y6tumEonTW,no,yes,yes,no,no,no,
otovga,🌈 AJAX 🍒 YEAR OF SYMONE 🔪,18 🎡 they/them + neos,blocking ppl isnt enough i want them to die #teamgottmik #teamkandymuse,"@das_hinkypunk if i hear a single one of you say ""theydies and gentlethems"" i am going to punch a whole through my wall",no,no,yes,no,no,no,
iareslice,Hello Sweats,,,@das_hinkypunk Theydies and gentlethems!,no,no,no,no,no,no,
aysenein,y🏳️‍🌈şenaz playing #MHRise,"St Louis, MO","Gene, Interrupted. 🧬 M.A. in Mol Micro & Microbial Patho. 💀 Turkish Expat. 🌸 She/Her. (If you’re here because of @xjcloud i Do Not and Will Never play MTG)","kotoho we could have had it all sakuragawa, theydies and gentlethem https://t.co/czWUQpScJ7",no,yes,no,no,no,no,
TheAquariusBIG,Citlalli,6️⃣2️⃣6️⃣,Who are you calling Cootie Queen? You Lint Licker.,"Dating a mans and the only thing I pay for is like coffee on occasion. He pays for my phone, car, food, dates, plan… https://t.co/GWLLNwgkfV",no,no,no,no,no,no,
Galaxy_Barbie,Michelle,Louisiana,Love drag and talking about it! Open to discussing all. Not sensitive.Very honest.Fiercely loyal. I love anyone who is nice to me. Not bothered by internet ppl.,@QueenKilda Theydies and Gentlethems is my favorite lol.,no,no,no,yes,no,no,
ak_horrorshow,Aaron,"Portland, OR",That's alright. I decline.,@das_hinkypunk “Theydies and gentlethems”,no,no,no,no,no,no,
pigeoncrumbs,korn struggle tweets,she/they,,RT @thcoughts: tl sleep? Any cute girls or theydies want to play dressup? https://t.co/ZfmgNQNPZC,no,yes,yes,no,no,no,
yoncebright,Nana,on that lockdown shit,formerly known as markaination. the nation still stands.,anyway faux fur is more damaging to motha earth than real fur. Get your real fur ladies &amp; theydies 😋,no,no,no,no,no,no,
iKillRee,Zi,he/ze/shy,many of you may not know this but im actually close friends with nazuna nito from the unit ra*bits,goodngitkgt theydies and gentletheys https://t.co/uGVEC7CxNx,yes,no,no,no,no,,yes
PattyBourree,Patty Bourrée,"Boston, MA",Barbra sun with a Judy moon // venmo/insta: @pattybourree // she/they // watch my dragumentary one woman showbaret:,Theydies and Gentlethems: The Other Patty Bourrée https://t.co/CXrnhdrzSI,no,yes,yes,no,no,no,
therachelslurrz,Rachel S. Slurrz✨,"Chicago, IL",🤍Chicago 📍 ll 22 🤍 ✨🤍 Drag Queen 🤍✨ 🤍 My Black is Beautiful 🤍,"@das_hinkypunk I typically say, “theydies and gentlethems” or “ladies, gents, and nb peeps” 

It seems to work perf… https://t.co/ftgKZzrwWz",no,no,no,no,no,no,
coochievegan,fat feminist bitch,"Williamsburg, Brooklyn",she/her blm acab,We’re gonna make some vegan bbq ladies and theydies,no,yes,no,no,no,no,
EnJillRaz,jill,waystar royco basement,"bobo but bibo || she/her || part-time person, full-time stan","ladies and theydies are we ready to cry over european politicking once again 

yes we are https://t.co/xQKbCCIEvM",no,yes,no,no,no,no,
officialcnud,cam (taylor’s version),Hell,pop music and memes • he/him • views are my own,good morning theydies let’s all join together and manifest a gottmik/symone double crowning https://t.co/bBMotOcyoC,yes,no,no,no,no,no,
Lee09737503,Lee,"New South Wales, Australia",I like Technology. and I like giving people support in kindness and understanding I’m always here to listen if you need some one to talk to,RT @VenusVanGogh: Theydies and themtlemen... I present my pimp. https://t.co/IaH3zSirX8,no,no,no,no,no,no,
milf_lover__69,chandler,they/them,"aww i like your outfit too! except when i dress up as a frigid bitch, i try not to look so constipated - 22 - ACAB",@f4iryc0w theydies and gentlethems😍,no,no,yes,no,no,no,
SkinnyLegwinya,BLOCK BACK NTOMBO !!! 🔪🧨💉⚠️,he/she,I only care about BLACK QUEERS 🌈🤎🔞✨,RT @witchbail: happy trans day of revenge motherfuckers. grab some fucken petrol and a lighter theydies let's paint the town in ash,yes,yes,no,no,no,no,
VenusVanGogh,🌠Venus Van Gogh🌠 MELBOURNE 🇦🇺,Melbourne/Fly Me To You,"Professional Lover 💋 Foodie 🍕
Photographer 📸 @goddessphotosau

TikTok: venusvangogh
Beemit: venusvangogh",Theydies and themtlemen... I present my pimp. https://t.co/CQ8bvbS3Qn https://t.co/IaH3zSirX8,no,no,no,no,no,no,
witchbail,Kwaai Havertz,"HellsCape Town, South Africa ","@DNQPodcast host w the most|beachwhale soundzz| commie shit| animated shit| horror shit| surrealist shit|gay shit|♈☀️♍🌙♐⬆️|
pronouns: They/She/He",happy trans day of revenge motherfuckers. grab some fucken petrol and a lighter theydies let's paint the town in ash,yes,yes,yes,no,no,no,
yazisafaia,Yaz,,"she/her.
FFXIV: Yazi Safaia on Cerberus","@BlueFool1 Ah from a quick Google I can see that ""theyby"" (baby) is a buzzword for people raising their kids gender… https://t.co/iQS0VRPqh4",no,yes,no,no,no,no,
skinnyrebel123,lupita’s arms,south Africa,Bipolar and living with my trigger•🏳️‍🌈•25•CW (too big)•GW1(70)•GW2(60)•UGW(55)• Hello Theydies and Gentle bitches!,I use to say theydies and gentlebitches. 😭. https://t.co/ixc43tbdKZ,no,no,no,no,no,no,
fizziebloom,kat ㋡,ugw: 45.0 ||  cgw: 60.0,☆ ed twt only! || they/them » 21 || 🌷 ☆,"""theydies and gentlethems""  is still gendered pls 😭",no,no,yes,no,no,no,
wvnkv,vivian,ACAB,I keep my coochie smooth like my brain || 🇵🇪 || ♒️🌞 ♎️🌝 ♐️⬆️ #BLM,Ladies and theydies lets make sure we’re reporting men with homophobic/transphobic/racist/misogynistic bios on thes… https://t.co/LqZjNBQfit,no,no,no,no,no,no,
itsisaacsworld,ISAAC,bad bitch,Earth is no more. he/him #panafrican $minegimme1865 #allBlacklivesmatter ♎️🧘🏿‍♂️🤎🌱☥,RT @humanutella: the little circle of Black vegan women/theydies/gentlethems im following &gt;&gt;&gt;,yes,no,no,no,no,no,
LetsGoGoose,Goose,Any Pronouns,I do it all • 🇻🇮🇩🇴 • Vegan for the Revolution • 18+ Only,RT @humanutella: the little circle of Black vegan women/theydies/gentlethems im following &gt;&gt;&gt;,no,no,no,yes,no,no,
humanutella,| joshua • جوشوا |,"Seattle, WA",• ✏️ illustrator • ⛑ healthcare • 🥑 vegan • (๑o̴̶̷̥᷅﹏o̴̶̷̥᷅๑)ᵒᵐᵍᵎᵎᵎ • 🏳️‍🌈 • 🎮 • speak: 🇵🇹🇱🇺,the little circle of Black vegan women/theydies/gentlethems im following &gt;&gt;&gt;,no,no,no,no,no,no,
chismonaut,dave.wav,las cuatro milpas,(he/him),@brit_cab theydies and gentlethems~,yes,no,no,no,no,no,
dansa1ien,lillian buy stuff from my pinned lol,they/she/he/moon ✿ 16,we are not sleeping until this adventure is complete. @amazingmiIf,@kagekugisaki theydies and gentlethems,yes,yes,yes,no,no,no,
jaiandangel,𝖀𝖓𝖌𝖔𝖉𝖑𝖞 𝖆𝖓𝖌𝖊𝖑 (𝕬𝕮𝕬𝕭),"Los Angeles, CA","“she said I looked like the devil, but in a good way” . .🌟 they/him mixed black femme",Um THEYDIES?!?!?!?! https://t.co/ddivrtlUvr,no,yes,yes,no,no,no,
TheFabMsFrizzle,Valerie,"Walkerville, USA","Mom, educator, book lover, wannabe adventurer, friend, nonsense slinger and silly goose. I’m here to follow authors, artists and have a good time.","@LisaLevenberg Students: Folks, Friends &amp; Students
Co-Workers: Fellow Educators
Close Friends: Homies, Mafia (as in… https://t.co/bj4qJi5c8s",no,no,no,no,no,no,
AarelCalhoun,ari,umich '19,sweet honey comes from bees that sting,Completed another workout ladies and gents and theydies 😎,no,no,no,no,no,no,
BigBrotherAbyss,Mike,NY,Just rooting for mess and the downfall of men. #BBCAN9 I’ll follow back specifically Big Brother accounts 😁,Hey theydies how are we feeling ahead of the episode tonight 🤗,no,no,no,no,no,no,
Ieezus,Liza Posting Their W’s Online,,im unusual not so typical way too smart to be waiting around (they/them),“Ladies and theydies” https://t.co/QPn8In38zm,no,no,yes,no,no,no,
HOYAGRAM,jess⁷ ⚓︎ loves taeminie,she/her | PRT/ENG,what I gotta do to get some food in this place | black,goodnight ladies and theydies https://t.co/rSKMQnylN6,no,yes,no,no,no,no,
dinospy,Queen of Fakes & Imitators,Pacific Northwest,"Mira, a woman now standing where once there was only a girl |she/her|18+|","@lemonlikesgirls ""theydies and gentlethems""",no,yes,no,no,no,no,
FrankiePozier,pozier,,NSFW | 21 | He/They | minors dni please | fem/andro | trans man,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",yes,no,yes,no,no,no,
androbutch420,Neurodivergent Royalty ☭,"Buffalo, NY",Ezra | Butch Lesbian | 23 | Autistic | They/Them & Ze/Hir & He/Him or No Pronouns | @workersworld,They’ve got a point theydies and gentle thems 🤔🤔🤔 https://t.co/Fs0Ep0tv7z,yes,no,yes,no,no,,yes
glitteringlatte,"natalia, she/her/ella","Los Angeles, CA",capricorn • 21 • legal studies @ ucb,"I got the little scholarship today, received notification that my application is under review for this job I really… https://t.co/mgHkpbDYbF",no,no,no,no,no,no,
rlynata,nata,she/they,"keeper of the gate .. ♑︎☼, ♏︎☽, ♒︎↟ | ♡ mateo",RT @cupidb4e: the phrase “theydies and gentlethem” took years off of my life,no,yes,yes,no,no,no,
CALAM1TY28,martyna¹ᴰ◟̽◞̽ zayn's cousin (real!),read carrd byf please ˎˊ˗,͏             🌿🎨🍄🌞🍂💿             — she¡her ‧₊˚✧,@Colleens_Boba @allthelovesoph um i feel like the term 'theydies' may be quite offensive to some people who use the… https://t.co/ouFcBnFJGK,no,yes,no,no,no,no,
Colleens_Boba,Becca💛 CLAIMS TRACK 11 ON ASHLYN,She/her/hers,"Ballinger, Taylor Swift, Glee and One direction stan💙 Rachel followed 17.09.20 Trent followed 9.11.20 RELAX! followed 13.01.21",@allthelovesoph I say theydies and gentlemen,no,yes,no,no,no,no,
whoaitsjasmine,tastefully rotund.,minding korean business,ethereal bisexual who wears mostly black. i enjoy critical thinking and being a hater. virgo.,"I follow a lot of intelligent ladies and theydies, but most of the time their thoughts merely add layers and new in… https://t.co/sSGJHqqszA",no,no,no,no,no,no,
theydies_,ACAB,2nd Circle of Hell,"ACAB. BLACK LIVES MATTER. Fuck TERFs. Fuck SWERFS.

they/them",RT @mhdksafa: Police don’t prevent crime. They show up after it happens. Crime prevention starts with funding social programs and creating…,no,no,yes,no,no,no,
nobodysbabynow1,Vee M. 🔮,🇲🇽/🇺🇲/25,Writer. Artist. Bad Seed. Back from the dead. (She/They),"theydies and gentlegirls, category is: men who you'd risk a UTI for https://t.co/kYRV5t8Vaa",no,yes,yes,no,no,no,
fullpigroast,ham,,"⚡️a place for the marxists, the anarchists, the agitators, and people who in many instances have absolutely no clue what they are doing ⚡️",i just want a bunch of ladies and theydies to skate with is that too much to ask for,no,no,yes,no,no,no,
slowandanxious,sn’annon,"San Antonio, TX",24🐌,i’m trynna chill with my theydies and girls today cuz i need estrogen energy.,no,no,no,no,no,no,
maykathleen_,May,"Arizona, USA",Bi. J’s Wife. Finn’s Mama. She/her.                     V*nmo & Cash*pp: maykathleen1204,"Theydies and Gentlethems! Please welcome to the stage the incomparable...the legendary...the ONE supreme diva...

M… https://t.co/XfPr6Kmh4C",no,yes,no,no,no,no,
zireaelxintrea,moth 🌸 @ chosito,Kaer Morhen,Moth 🦇 she/her ⚡ 25 ⚡ himbo connoisseur ✨bi ✨bulma kissed vegeta 31.01.2016 ✨vegeta called bulma babe 30.04.2017 🔞 minors dni,had to beg my brother to play genshin coop with me that's how sad today is theydies and gentlemen!!!,no,yes,no,no,no,no,
AsthmaPumpPuffa,Saint Negrita (Vaccine Shaw),@ the CD 101.9 studio,Black Woman Playwright ✍🏾,Getting my vakky at the same hospital where I almost died once as a baby because of an asthma attack. Full circle m… https://t.co/9Am8G2Xezk,no,no,no,no,no,no,
SamanthaKasse,samantha kassé,she/her,𝚊𝚗 𝚊𝚖𝚋𝚒𝚟𝚎𝚛𝚝 𝚠𝚒𝚝𝚑 𝚊𝚠𝚎𝚜𝚘𝚖𝚎 𝚑𝚊𝚒𝚛,@iamlaurenp This only applies to Leo ladies and theydies.,no,yes,no,no,no,no,
cutbill_gemma,aalibyee,"Hatfield, England",your local future tattoo artist,"RT @DollSkinMeg: Me complimenting men: hey man I like your shirt

Me to complimenting ladies and theydies: holy fucking shit you are so god…",no,no,no,no,no,no,
